,logFC,AveExpr,t,P.Value,adj.P.Val,B,adj p val log,,GranPos,LFC,adjPV,,mtorcPos,LFC,adjPV,,riboPos,LFC,adjPV
MRPL14,0.176841444,18.35082617,0.760022369,0.472214513,0.617075396,-6.804161748,0.209661769,,,,,,,,,,,,
TBC1D15,0.175893486,22.19867038,0.565217826,0.589685392,0.717591364,-6.941925033,0.144122797,,,,,,,,,,,,
ZNF836,0.17508585,16.74610913,0.43647309,0.675722977,0.783981142,-7.012598134,0.105694384,,,,,,,,,,,,
LPHN3,0.173734669,23.40048851,0.649813512,0.536677464,0.672747695,-6.886494244,0.172147781,,,,,,,,,,,,
MAVS,0.173583211,21.68623211,0.271324704,0.794018445,0.865109373,-7.077774605,0.062928983,,,,,,,,,,,,
CGN,0.172948639,20.71379808,0.678856924,0.519173236,0.658442551,-6.865884383,0.181482111,,,,,,,,,,,,
JAKMIP2,0.172858155,24.62085591,0.770445277,0.466397136,0.612159864,-6.795805967,0.213135148,,,,,,,,,,,,
NOS1AP,0.172777857,18.91400148,0.549666308,0.599746506,0.724911684,-6.951352837,0.1397149,,,,,,,,,,,,
CHD9,0.172701645,19.63536618,0.687197247,0.514214026,0.653558307,-6.859820022,0.184715661,,,,,,,,,,,,
KCTD16,0.171968876,22.54401355,0.840617799,0.428513487,0.580879917,-6.737092698,0.235913638,,,,,,,,,,,,
CUEDC1,0.171129754,21.22611876,0.501969492,0.631187858,0.750883707,-6.97875595,0.124427319,,,,,,,,,,,,
ATP2B4,0.170799653,24.52672299,0.637253653,0.544359053,0.679656652,-6.895160207,0.167710428,,,,,,,,,,,,
ATP1B1,0.170449415,25.03751692,0.491369042,0.638291758,0.755946764,-6.984532963,0.121508787,,,,,,,,,,,,
GLUD1,0.170107691,21.27848126,0.362119995,0.72801558,0.820563208,-7.045570813,0.08588796,,,,,,,,,,,,
POLR2B,0.170043939,25.03661009,0.858366495,0.419287452,0.572024995,-6.721579327,0.242584994,,,,,,,,,,,,
FARSA,0.169896316,20.38726598,0.641777416,0.541584608,0.677100332,-6.892056222,0.169346973,,,,,,,,,,,,
CBX8,0.169474113,21.80966191,0.556103013,0.595570678,0.721857497,-6.947479871,0.141548529,,,,,,,,,,,,
PARD3,0.168892958,18.76544703,0.697323857,0.508233487,0.650130883,-6.852370132,0.186999204,,,,,,,,,,,,
MYO9A,0.168429394,24.74871856,0.760374774,0.472017025,0.617075396,-6.803880803,0.209661769,,,,,,,,,,,,
NTHL1,0.168416602,21.22184032,0.81241093,0.44347205,0.593766015,-6.761201704,0.226384664,,,,,,,,,,,,
ATP6V1H,0.16702418,25.87184426,0.71006775,0.500771186,0.644477342,-6.842860483,0.190792347,,,,,,,,,,,,
SCAMP4,0.165394439,19.53540095,0.817073237,0.440974509,0.592476666,-6.757263369,0.227328749,,,,,,,,,,,,
ABCB7,0.165276742,19.81595054,0.324335902,0.755220726,0.840299299,-7.060061127,0.075565999,,,,,,,,,,,,
LOC100129278,0.164656553,17.11290758,0.452909604,0.664405325,0.775413414,-7.004522838,0.11046669,,,,,,,,,,,,
HMG20A,0.163620115,23.10345989,0.652354549,0.535131538,0.671464589,-6.884722784,0.172976885,,,,,,,,,,,,
SEC61B,0.163524097,23.39465909,0.439158209,0.673867823,0.782799958,-7.011298205,0.106349207,,,,,,,,,,,,
ASPHD2,0.1634989,21.73113149,0.669275539,0.524907669,0.663477045,-6.872771095,0.178174098,,,,,,,,,,,,
TECR,0.163281223,25.6158867,0.879947653,0.408263554,0.562615073,-6.702364782,0.249788637,,,,,,,,,,,,
EFTUD2,0.162771152,24.96778555,0.613986386,0.558765127,0.691657095,-6.910815554,0.160109163,,,,,,,,,,,,
ASPHD1,0.162552634,20.33152106,0.4184289,0.688252028,0.792787188,-7.021137644,0.100843377,,,,,,,,,,,,
CALY,0.161801596,15.36921277,0.41159091,0.69302789,0.796560067,-7.024284252,0.098781469,,,,,,,,,,,,
SYT4,0.161549753,22.16355964,0.694130848,0.510114359,0.650566772,-6.85472938,0.186708122,,,,,,,,,,,,
FAM54B,0.16152322,22.11504645,0.80580016,0.447030331,0.597400194,-6.766754021,0.22373464,,,,,,,,,,,,
EIF2S1,0.161428423,22.13424307,0.814959854,0.442105395,0.59274666,-6.759050884,0.227130884,,,,,,,,,,,,
AGO1,0.161303339,27.05608749,0.376930038,0.717463275,0.813635922,-7.039471968,0.089569885,,,,,,,,,,,,
STAM2,0.161104924,23.99714741,0.84191726,0.427833119,0.580142802,-6.735965826,0.236465092,,,,,,,,,,,,
MXRA7,0.160963567,19.46857231,0.541696681,0.604939292,0.729258352,-6.956090882,0.137118588,,,,,,,,,,,,
SMARCA5,0.160743465,25.53256839,0.652913838,0.534791647,0.671464589,-6.884332061,0.172976885,,,,,,,,,,,,
KHDRBS1,0.160622337,24.275019,0.774097977,0.464370035,0.610015322,-6.792855016,0.214659256,,,,,,,,,,,,
MEGF8,0.160218081,20.37149893,0.449205146,0.666948045,0.777456771,-7.006367437,0.10932375,,,,,,,,,,,,
PLCB3,0.159793463,17.27963981,0.430431073,0.67990626,0.786587275,-7.015495613,0.104253084,,,,,,,,,,,,
NHLRC2,0.157852413,20.86344164,0.343558729,0.741330388,0.828877161,-7.052881763,0.081509827,,,,,,,,,,,,
STXBP1,0.157547462,26.03398285,0.490390799,0.638949405,0.756195205,-6.985060294,0.121366081,,,,,,,,,,,,
PCCB,0.156755199,26.57429533,0.587231389,0.575608521,0.706738765,-6.928170773,0.150741087,,,,,,,,,,,,
RAB21,0.15628218,22.19205923,0.656914741,0.532364114,0.670103546,-6.881528375,0.173858084,,,,,,,,,,,,
BCL7A,0.156154405,21.31740196,0.696503576,0.508716255,0.650170911,-6.852977119,0.186972465,,,,,,,,,,,,
DCXR,0.154395953,18.46138909,0.334471138,0.747884529,0.834162023,-7.056325673,0.078749586,,,,,,,,,,,,
SEC24C,0.1540747,27.64585951,0.7769014,0.462818334,0.609107365,-6.790582227,0.215306149,,,,,,,,,,,,
PEX16,0.153190148,19.81915362,0.434445246,0.677125625,0.78443877,-7.013574861,0.10544095,,,,,,,,,,,,
SSR4,0.150756476,22.0838266,0.421004486,0.686457096,0.791793396,-7.019939669,0.101388125,,,,,,,,,,,,
TRMT1,0.149968849,16.47094999,0.570283588,0.586428787,0.715581121,-6.938802219,0.145341126,,,,,,,,,,,,
AP1M1,0.149959889,24.44818261,0.580474269,0.579908691,0.710170764,-6.932443406,0.14863721,,,,,,,,,,,,
RBFOX3,0.14966523,23.99891629,0.460258172,0.659375349,0.771861546,-7.000821474,0.112460595,,,,,,,,,,,,
RPS27A,0.149484965,29.55516269,0.71032848,0.50061926,0.644477342,-6.842664368,0.190792347,,,,,,,,,,,,
KIF7,0.148623477,19.96051826,0.267699595,0.796696097,0.866914764,-7.078873377,0.062023601,,,,,,,,,,,,
SEC24A,0.14808127,26.16088873,0.725375708,0.491902256,0.635567047,-6.831241151,0.196838628,,,,,,,,,,,,
SUCLG1,0.147941911,24.7178578,0.784146907,0.458824396,0.606859922,-6.784676258,0.216911543,,,,,,,,,,,,
ZNF540,0.147456152,19.2890221,0.576335411,0.582551737,0.711970426,-6.935038321,0.147538046,,,,,,,,,,,,
MAP3K3,0.147439386,15.77099473,0.197718149,0.848920411,0.90201776,-7.097233683,0.044784912,,,,,,,,,,,,
NFX1,0.147334718,23.15832218,0.770117904,0.46657911,0.612159864,-6.796069873,0.213135148,,,,,,,,,,,,
GTF3C4,0.147063878,23.53145334,0.493476154,0.63687639,0.754902046,-6.983393779,0.122109398,,,,,,,,,,,,
MRPS12,0.146960415,19.18558371,0.314177304,0.762601149,0.844223726,-7.063693266,0.073542447,,,,,,,,,,,,
MRPL22,0.146410107,21.18117961,0.584370662,0.577426803,0.708152363,-6.929985123,0.149873291,,,,,,,,,,,,
FADS2,0.145922174,23.87998905,0.704774132,0.503862234,0.647082827,-6.846828754,0.189040126,,,,,,,,,,,,
HSD17B12,0.145632955,23.79775624,0.619438409,0.555369135,0.689085695,-6.907193847,0.161726766,,,,,,,,,,,,
IFT140,0.144321521,23.26381189,0.520516722,0.618858829,0.740155856,-6.968372919,0.13067682,,,,,,,,,,,,
RSF1,0.144044941,22.92190316,0.585461371,0.576733155,0.707505982,-6.929294312,0.150269884,,,,,,,,,,,,
SEC24B,0.14403661,26.21407355,0.664008625,0.528076807,0.666330041,-6.876520123,0.176310607,,,,,,,,,,,,
LTN1,0.142842138,22.04230117,0.491989141,0.637875063,0.755874831,-6.984198186,0.121550116,,,,,,,,,,,,
BRD9,0.142686832,20.15959481,0.389467329,0.70858169,0.807661417,-7.034125806,0.092770664,,,,,,,,,,,,
RAD50,0.142464637,20.25993428,0.687068203,0.514290526,0.653558307,-6.859914344,0.184715661,,,,,,,,,,,,
MRPS9,0.140534193,21.58575293,0.355014313,0.733101202,0.823890131,-7.04841343,0.0841307,,,,,,,,,,,,
WHSC1L1,0.139679315,20.29928647,0.643460778,0.540554409,0.67660907,-6.890896205,0.169662185,,,,,,,,,,,,
MECP2,0.139389717,21.5386147,0.382205002,0.713720599,0.810907272,-7.037243043,0.091028805,,,,,,,,,,,,
KCTD8,0.139317987,18.36363169,0.455410239,0.662691579,0.774690651,-7.003269602,0.110871685,,,,,,,,,,,,
HERC2,0.139119428,27.61765837,0.453625127,0.663914739,0.775186328,-7.004164906,0.110593895,,,,,,,,,,,,
MIA3,0.138913003,26.84632421,0.615437337,0.55786014,0.691544663,-6.909854507,0.160179766,,,,,,,,,,,,
CCP110,0.138404978,25.09863722,0.56758277,0.588163776,0.716972319,-6.94047031,0.144497611,,,,,,,,,,,,
CHMP4B,0.137372887,22.05386371,0.425784909,0.683131364,0.788814275,-7.017697662,0.103025238,,,,,,,,,,,,
RAB5A,0.136532687,21.07818008,0.687963803,0.513759748,0.653274745,-6.859259407,0.184904131,,,,,,,,,,,,
ZKSCAN1,0.136226753,21.8730307,0.522828906,0.617330912,0.739369539,-6.967054083,0.131138446,,,,,,,,,,,,
STK39,0.135963046,22.77015838,0.670379854,0.524244714,0.66303374,-6.871981735,0.178464371,,,,,,,,,,,,
LANCL1,0.13591896,22.00418177,0.466053046,0.655422133,0.768731787,-6.997863182,0.114225161,,,,,,,,,,,,
C20orf112,0.135303162,21.58204937,0.448759115,0.667254516,0.777456771,-7.00658857,0.10932375,,,,,,,,,,,,
PHF14,0.135230339,21.65391027,0.302330763,0.771241457,0.849874703,-7.067786971,0.070645097,,,,,,,,,,,,
AGL,0.134241379,18.86522267,0.594000955,0.571319035,0.702487534,-6.923845426,0.153361378,,,,,,,,,,,,
COQ6,0.133873749,23.0818485,0.218780665,0.833102667,0.892677775,-7.092280094,0.049305278,,,,,,,,,,,,
CNOT6,0.133426326,23.71096418,0.328056839,0.752524196,0.838177357,-7.058702675,0.076664076,,,,,,,,,,,,
COG3,0.132968304,20.187617,0.349196801,0.737275621,0.826336019,-7.050700271,0.082843317,,,,,,,,,,,,
MRPS27,0.132467086,20.16830371,0.344993319,0.740297822,0.828688679,-7.052329943,0.081608594,,,,,,,,,,,,
SRP14,0.130740698,22.66447069,0.521513578,0.618199846,0.739575985,-6.967804989,0.131017199,,,,,,,,,,,,
CLSTN1,0.130535624,18.52275031,0.499758381,0.632666222,0.751379598,-6.979970428,0.124140601,,,,,,,,,,,,
IKBKAP,0.129534162,25.12441909,0.546841209,0.601584426,0.726451253,-6.953039655,0.138793523,,,,,,,,,,,,
NUMB,0.129214195,21.56550548,0.363431932,0.727078208,0.820159668,-7.045040042,0.086101592,,,,,,,,,,,,
INTS6,0.129132038,22.45449748,0.516590689,0.621457832,0.741731087,-6.970599888,0.129753519,,,,,,,,,,,,
DRG2,0.129122366,21.24362926,0.621928107,0.553822459,0.688195781,-6.905530446,0.162287994,,,,,,,,,,,,
EWSR1,0.128763556,21.82361703,0.583002391,0.578297652,0.708686616,-6.930850081,0.149545769,,,,,,,,,,,,
LEMD3,0.128101993,18.1235208,0.445350646,0.669598749,0.779332937,-7.008271575,0.108276969,,,,,,,,,,,,
USP20,0.127829264,20.82747509,0.439780757,0.673438051,0.782714355,-7.010995738,0.106396701,,,,,,,,,,,,
TRIM26,0.12737264,21.21836381,0.339374423,0.744345365,0.831466272,-7.054478575,0.080155363,,,,,,,,,,,,
CCDC127,0.125958576,21.3056273,0.557883091,0.594418727,0.720666952,-6.94640152,0.142265393,,,,,,,,,,,,
C11orf49,0.12583957,15.37781527,0.398678801,0.702086942,0.803493194,-7.030091199,0.095017798,,,,,,,,,,,,
CCDC157,0.125518703,20.96480613,0.299601532,0.773237033,0.850848295,-7.068708378,0.070147867,,,,,,,,,,,,
NUP188,0.125135291,18.09997073,0.344717343,0.740496415,0.828692562,-7.052436271,0.081606559,,,,,,,,,,,,
XIAP,0.124915057,18.31252931,0.486191689,0.641776312,0.757749235,-6.98731272,0.120474494,,,,,,,,,,,,
PTRHD1,0.124726881,18.7357177,0.370819249,0.721809416,0.816384711,-7.042016888,0.088105137,,,,,,,,,,,,
HIST1H2BK,0.123922857,26.14116094,0.290290588,0.780058854,0.855165192,-7.07179051,0.067949985,,,,,,,,,,,,
ACSL3,0.123278341,23.41827466,0.296645949,0.775400195,0.851728159,-7.069697019,0.069698994,,,,,,,,,,,,
SHANK3,0.123258854,21.5066351,0.448767952,0.667248443,0.777456771,-7.006584191,0.10932375,,,,,,,,,,,,
RAB13,0.123018285,21.51572726,0.482176291,0.64448552,0.760542993,-6.98944968,0.11887623,,,,,,,,,,,,
MRPS33,0.121862007,17.20135668,0.290819503,0.779670771,0.855165192,-7.07161797,0.067949985,,,,,,,,,,,,
GPATCH8,0.121695519,19.42923553,0.237829486,0.818868099,0.88175002,-7.087374808,0.054654522,,,,,,,,,,,,
POP1,0.120968758,21.1099056,0.397222604,0.703111906,0.804202823,-7.030735008,0.094634407,,,,,,,,,,,,
PWP1,0.120542868,23.17225874,0.310586621,0.765216255,0.845000893,-7.064950229,0.073142832,,,,,,,,,,,,
SLC23A2,0.120181112,18.83369366,0.422038712,0.685736951,0.791363528,-7.019456657,0.101623969,,,,,,,,,,,,
COPS8,0.119742143,21.6694304,0.216931347,0.834488288,0.89301473,-7.092734829,0.049141378,,,,,,,,,,,,
LZTR1,0.118148754,18.5056771,0.282944624,0.785455756,0.859085912,-7.074155166,0.065963403,,,,,,,,,,,,
EHMT2,0.117553217,22.91969819,0.354537674,0.733442857,0.82402279,-7.048602166,0.084060777,,,,,,,,,,,,
C16orf55,0.117346295,20.22540164,0.448489895,0.667439532,0.777459049,-7.006721944,0.109322477,,,,,,,,,,,,
EIF2AK4,0.117198421,18.35575877,0.489554081,0.639512185,0.756342087,-6.985510556,0.121281733,,,,,,,,,,,,
ARPC5,0.116475832,20.54108191,0.319738692,0.758557346,0.842117715,-7.061718729,0.074627197,,,,,,,,,,,,
C2orf29,0.115964085,24.24504529,0.418479031,0.688217071,0.792787188,-7.021114393,0.100843377,,,,,,,,,,,,
DDX3X,0.115408514,26.51381109,0.441038563,0.672570131,0.781934121,-7.010383393,0.106829835,,,,,,,,,,,,
FBXO7,0.115280258,19.11252891,0.560943894,0.592440901,0.719069315,-6.944539959,0.143229244,,,,,,,,,,,,
SLC25A5,0.114107537,26.39172655,0.516693175,0.621389913,0.741731087,-6.970541953,0.129753519,,,,,,,,,,,,
CAMK2B,0.113505156,25.00079829,0.401044339,0.700423344,0.802237848,-7.029040559,0.095696852,,,,,,,,,,,,
HNRNPA2B1,0.113191885,24.81500257,0.489548417,0.639515996,0.756342087,-6.985513601,0.121281733,,,,,,,,,,,,
MRPL48,0.112871482,20.17289284,0.490262484,0.639035694,0.756195205,-6.98512939,0.121366081,,,,,,,,,,,,
POLD1,0.112745235,19.29332861,0.37463959,0.719090991,0.814828738,-7.040430535,0.088933663,,,,,,,,,,,,
RYR2,0.112554195,25.20595025,0.45122844,0.665558682,0.776332799,-7.005361728,0.109952065,,,,,,,,,,,,
ANP32A,0.112548942,23.94257543,0.183712852,0.859480289,0.909847486,-7.100253254,0.041031401,,,,,,,,,,,,
HSDL1,0.111842393,23.63790913,0.437817064,0.674794119,0.783233294,-7.011948427,0.106108859,,,,,,,,,,,,
HEATR6,0.111601323,20.41189389,0.474800178,0.649477338,0.764080403,-6.993331981,0.116860939,,,,,,,,,,,,
PMPCB,0.111229084,18.94257828,0.329042452,0.75181055,0.837602153,-7.058340328,0.076962215,,,,,,,,,,,,
CDS2,0.111113431,25.38979802,0.478533629,0.64694827,0.762213924,-6.991373937,0.117923122,,,,,,,,,,,,
RHEB,0.111010976,21.55992266,0.511499251,0.624836977,0.744788841,-6.973464658,0.127966839,,,,,,,,,,,,
PATZ1,0.110805916,20.87240466,0.385726992,0.711226383,0.808722476,-7.035738304,0.092200487,,,,,,,,,,,,
CAPN5,0.110557384,20.23273843,0.264320774,0.799194482,0.868520718,-7.079884463,0.061219817,,,,,,,,,,,,
ENKD1,0.110277077,17.89866276,0.337205343,0.745910183,0.832557306,-7.055298889,0.079585864,,,,,,,,,,,,
CRABP1,0.110132055,22.5786883,0.275097822,0.791234631,0.863183529,-7.076615608,0.063896855,,,,,,,,,,,,
METAP2,0.109244956,21.04399868,0.296517691,0.775494114,0.851728159,-7.069739705,0.069698994,,,,,,,,,,,,
ZNF543,0.10908524,18.62309287,0.249411675,0.810248436,0.87605018,-7.08419546,0.057471017,,,,,,,,,,,,
EIF5B,0.108963116,25.77428699,0.565770484,0.58932961,0.717591364,-6.941585578,0.144122797,,,,,,,,,,,,
RBCK1,0.108321821,22.94182093,0.532347672,0.611062262,0.734139018,-6.961567909,0.134221693,,,,,,,,,,,,
HYOU1,0.107912673,24.43539001,0.259500179,0.802763321,0.871052232,-7.081305198,0.059955802,,,,,,,,,,,,
FBXO41,0.107073895,19.67857058,0.225407619,0.828142618,0.889060086,-7.090619318,0.051068887,,,,,,,,,,,,
C10orf67,0.106943819,25.68539885,0.18292036,0.860078768,0.910003619,-7.100417555,0.04095688,,,,,,,,,,,,
SLC25A24,0.106826101,21.81887286,0.273844582,0.792158913,0.863768609,-7.077002305,0.063602583,,,,,,,,,,,,
EIF1AD,0.106305029,20.06164614,0.465457611,0.655827791,0.768995203,-6.998168755,0.114076369,,,,,,,,,,,,
PEX5L,0.105759114,22.02524172,0.390297016,0.707995623,0.807426802,-7.033766101,0.092896839,,,,,,,,,,,,
SOGA3,0.105679114,27.81144691,0.428179303,0.681468419,0.787750782,-7.016565669,0.103611157,,,,,,,,,,,,
GBAS,0.105086354,20.40939137,0.407348876,0.695998225,0.799109073,-7.026211478,0.097393938,,,,,,,,,,,,
VDAC3,0.103913186,26.0369674,0.298449006,0.7740803,0.851027449,-7.069095034,0.070056432,,,,,,,,,,,,
FZD3,0.103457682,19.48212107,0.307628781,0.767372934,0.846062526,-7.065975102,0.07259754,,,,,,,,,,,,
TTI1,0.102999653,21.56351372,0.394341795,0.705141556,0.805469657,-7.03200203,0.093950815,,,,,,,,,,,,
SF3B2,0.102348081,22.48294934,0.218180991,0.83355191,0.892677775,-7.092427968,0.049305278,,,,,,,,,,,,
TP53BP1,0.101248682,27.53626834,0.406439196,0.696635945,0.79922688,-7.026622283,0.097329918,,,,,,,,,,,,
H2AFV,0.101239813,21.11150014,0.148642525,0.886053924,0.927321591,-7.106849719,0.032769628,,,,,,,,,,,,
SH3BP4,0.100550647,23.07873113,0.393376985,0.705821882,0.805828689,-7.032424398,0.093757275,,,,,,,,,,,,
ATP5B,0.100528793,25.64740569,0.471233251,0.651898246,0.766291683,-6.995189266,0.115605888,,,,,,,,,,,,
NDUFA4,0.100255404,22.9143042,0.418595677,0.688135735,0.792787188,-7.021060283,0.100843377,,,,,,,,,,,,
DISP2,0.099030908,22.09875235,0.398904643,0.701928039,0.803493194,-7.029991148,0.095017798,,,,,,,,,,,,
R3HDM2,0.098922007,21.22950487,0.372493495,0.720617545,0.815688357,-7.041323599,0.088475737,,,,,,,,,,,,
STMN1,0.098081025,23.15600475,0.226334324,0.827449676,0.888765497,-7.090383185,0.051212814,,,,,,,,,,,,
FOXK1,0.097957299,20.23739031,0.314753101,0.762182103,0.844223726,-7.063490395,0.073542447,,,,,,,,,,,,
PPP1R12B,0.097002307,21.53161163,0.219486956,0.83257364,0.89247079,-7.092105418,0.049405989,,,,,,,,,,,,
COPG1,0.096857588,23.16486029,0.378011732,0.716695111,0.812981874,-7.039017322,0.089919137,,,,,,,,,,,,
DNAL4,0.09583147,20.35263361,0.35512031,0.733025231,0.823890131,-7.048371425,0.0841307,,,,,,,,,,,,
TSGA10,0.09515835,14.50242696,0.204137492,0.844091244,0.89839813,-7.09577638,0.046531161,,,,,,,,,,,,
VDAC2,0.095078771,26.8087194,0.251359755,0.808801378,0.875154,-7.083646117,0.057915518,,,,,,,,,,,,
SEC23A,0.094989664,27.77796794,0.477570443,0.647600262,0.76269553,-6.991880463,0.117648799,,,,,,,,,,,,
THOC5,0.094956802,21.09859171,0.184473868,0.858905673,0.909847486,-7.100094817,0.041031401,,,,,,,,,,,,
COPB1,0.094898132,25.27777008,0.401992115,0.699757302,0.801691196,-7.028617945,0.095992886,,,,,,,,,,,,
FASTKD1,0.09380747,18.56785604,0.354037689,0.733801317,0.82402279,-7.048799883,0.084060777,,,,,,,,,,,,
RPUSD4,0.093201585,19.97080171,0.226825365,0.827082568,0.888595918,-7.090257676,0.051295686,,,,,,,,,,,,
FAM131B,0.092671741,20.91493128,0.199648292,0.847467653,0.900924936,-7.096800346,0.045311392,,,,,,,,,,,,
TRAPPC11,0.092376967,22.34135301,0.314086186,0.762667469,0.844223726,-7.063725337,0.073542447,,,,,,,,,,,,
CECR5,0.092115069,20.31527799,0.405010617,0.697637965,0.800126502,-7.027265651,0.096841345,,,,,,,,,,,,
UFM1,0.091901101,20.93649475,0.334398334,0.747937128,0.834162023,-7.056352903,0.078749586,,,,,,,,,,,,
HDHD2,0.091643296,18.37818718,0.261010802,0.80164441,0.870737547,-7.080862742,0.060112728,,,,,,,,,,,,
MGRN1,0.091604122,20.56007597,0.393357891,0.705835348,0.805828689,-7.032432746,0.093757275,,,,,,,,,,,,
MRPL4,0.090269984,22.72426046,0.415836482,0.690060871,0.794142755,-7.02233639,0.100101422,,,,,,,,,,,,
EDIL3,0.086859284,21.28837234,0.258404884,0.803574911,0.871052232,-7.08162443,0.059955802,,,,,,,,,,,,
EBF2,0.085900792,24.57602571,0.410464641,0.693815959,0.797250102,-7.024797789,0.098405417,,,,,,,,,,,,
AIFM1,0.085673471,23.6748997,0.37154936,0.721289559,0.816231483,-7.041714925,0.088186658,,,,,,,,,,,,
RAP1GAP,0.08559393,20.76261149,0.394863726,0.704773642,0.805342043,-7.031773131,0.094019628,,,,,,,,,,,,
SAMD4B,0.085377883,22.37096232,0.272593819,0.793081727,0.864532365,-7.077386516,0.063218744,,,,,,,,,,,,
BANF1,0.08496353,19.25465085,0.115460265,0.911343348,0.943558069,-7.111816639,0.025231367,,,,,,,,,,,,
SKP1,0.083445869,25.66126802,0.254740229,0.806292228,0.873551809,-7.082682892,0.058711333,,,,,,,,,,,,
AP3S1,0.082968684,22.21094717,0.382398911,0.713583178,0.810907272,-7.037160541,0.091028805,,,,,,,,,,,,
CUL9,0.082764148,22.26374068,0.348175774,0.738009258,0.826646674,-7.051097872,0.082680077,,,,,,,,,,,,
PYCR2,0.08251318,22.35587781,0.319733084,0.75856142,0.842117715,-7.061720737,0.074627197,,,,,,,,,,,,
ATP5O,0.082509206,20.22432078,0.32220838,0.756764173,0.841135159,-7.060831096,0.075134213,,,,,,,,,,,,
PPFIA2,0.080940881,24.54290004,0.419367966,0.68759734,0.792678041,-7.020701668,0.100903173,,,,,,,,,,,,
FKBP15,0.080444901,23.42259438,0.364783027,0.726113382,0.819724491,-7.044491498,0.086332089,,,,,,,,,,,,
PPAT,0.07972739,23.14429564,0.409144129,0.694740459,0.79801362,-7.025398186,0.097989696,,,,,,,,,,,,
FARSB,0.079659498,22.9153228,0.386248767,0.710857193,0.808722476,-7.035514255,0.092200487,,,,,,,,,,,,
CCDC88A,0.07957755,25.98696463,0.362448539,0.72778079,0.820563208,-7.045438067,0.08588796,,,,,,,,,,,,
ZNF627,0.079576907,16.94293687,0.092231329,0.929114791,0.956594065,-7.114553688,0.019272318,,,,,,,,,,,,
HPRT1,0.079315879,20.5129662,0.120702448,0.907339914,0.942399759,-7.11111459,0.025764834,,,,,,,,,,,,
CHPF,0.078613741,17.6280007,0.221529813,0.831044018,0.891392288,-7.091597062,0.049931128,,,,,,,,,,,,
CNST,0.078482452,19.13222217,0.364482888,0.726327667,0.819748499,-7.044613524,0.08631937,,,,,,,,,,,,
ATP5F1,0.077933174,21.83447539,0.318492373,0.759462871,0.842499485,-7.062164152,0.074430356,,,,,,,,,,,,
GOLGA3,0.077873166,24.88442829,0.320500304,0.75800419,0.842117715,-7.061445704,0.074627197,,,,,,,,,,,,
NEIL2,0.077726041,17.18604829,0.30207158,0.771430888,0.849874703,-7.067874822,0.070645097,,,,,,,,,,,,
NSF,0.077385909,26.56043027,0.404607366,0.697920927,0.800234929,-7.027446867,0.096782496,,,,,,,,,,,,
VPS13A,0.077297474,22.06398252,0.31350648,0.76308946,0.844223726,-7.063929163,0.073542447,,,,,,,,,,,,
ZFP64,0.077284119,20.19716715,0.175368336,0.865786853,0.913312658,-7.101947949,0.039380523,,,,,,,,,,,,
MRPL28,0.075512078,21.00336986,0.284117453,0.784593247,0.858363607,-7.073781605,0.066328704,,,,,,,,,,,,
HNRNPK,0.074816407,25.94479547,0.338873157,0.744706874,0.831612411,-7.054668599,0.080079038,,,,,,,,,,,,
IRS2,0.074644129,21.09088211,0.323151108,0.756080107,0.84081493,-7.060490521,0.075299586,,,,,,,,,,,,
TROVE2,0.074560785,22.15594777,0.351234589,0.735812291,0.825626103,-7.049903373,0.083216585,,,,,,,,,,,,
HDGF,0.07446645,21.68418598,0.264830201,0.798817637,0.868520718,-7.079732827,0.061219817,,,,,,,,,,,,
MRPL38,0.074193894,22.93932194,0.249844628,0.809926764,0.87592538,-7.084073733,0.05753289,,,,,,,,,,,,
PRRC2A,0.07353739,27.77773373,0.322819581,0.756320645,0.840862246,-7.0606104,0.075275147,,,,,,,,,,,,
SCG5,0.073478841,18.71065347,0.237585944,0.819049642,0.88175002,-7.087440066,0.054654522,,,,,,,,,,,,
USP9Y,0.07315071,19.81217519,0.237823755,0.818872371,0.88175002,-7.087376345,0.054654522,,,,,,,,,,,,
ZCCHC8,0.072148696,22.89941291,0.24901431,0.810543702,0.876146374,-7.084306998,0.057423332,,,,,,,,,,,,
UGGT1,0.072144291,21.7163916,0.375169447,0.718714307,0.814619605,-7.040209285,0.089045142,,,,,,,,,,,,
NOP58,0.070891503,25.32239242,0.360154526,0.729420831,0.821439046,-7.046362525,0.085424657,,,,,,,,,,,,
MIF,0.070060516,23.8750124,0.176909296,0.86462143,0.912536584,-7.10164087,0.039749716,,,,,,,,,,,,
PEA15,0.069569526,20.02690588,0.131313813,0.899245032,0.938121751,-7.109598513,0.027740794,,,,,,,,,,,,
CLPX,0.069206428,19.12509551,0.33334709,0.748696786,0.834790037,-7.056745443,0.078422743,,,,,,,,,,,,
CCDC136,0.068803996,21.75568496,0.194914092,0.851032059,0.904035307,-7.097855808,0.043814608,,,,,,,,,,,,
UBE2E2,0.068536729,20.94025625,0.258721612,0.803340195,0.871052232,-7.081532253,0.059955802,,,,,,,,,,,,
CTBP2,0.068084089,21.83377792,0.223996636,0.829197994,0.889968128,-7.090977016,0.050625546,,,,,,,,,,,,
GPAM,0.0677345,19.0955899,0.246963552,0.812068063,0.877570754,-7.084879858,0.056717859,,,,,,,,,,,,
GLCCI1,0.067633514,22.0892516,0.25741077,0.804311753,0.87162848,-7.081913026,0.059668588,,,,,,,,,,,,
