,logFC,AveExpr,t,P.Value,adj.P.Val,B,adj p val log,,GranPos,LFC,adjPV,,mtorcPos,LFC,adjPV,,riboPos,LFC,adjPV
TTLL7,0.638428258,15.26474018,1.84471577,0.107874446,0.23045411,-5.547639246,0.637415543,,,,,,,,,,,,
CYC1,0.63832748,22.90005497,2.376542686,0.049360349,0.137645043,-4.775575629,0.861239425,,,,,,,,,,,,
VRK3,0.637756209,16.91907823,2.214418611,0.06263631,0.161026882,-5.014977254,0.793101616,,,,,,,,,,,,
RPL13,0.636472858,26.98676925,2.004742228,0.085289172,0.197261704,-5.320111308,0.70495722,,,,,,,,,,,,
NAPA,0.636081803,24.46360858,2.784466686,0.027302943,0.096710257,-4.168836479,1.014527463,,,,,,,,,,,,
NMD3,0.63536761,22.04338678,2.122340344,0.071730543,0.175686054,-5.149758254,0.755262712,,,,,,,,,,,,
WRNIP1,0.634473495,23.42076618,3.006496247,0.019913524,0.080545465,-3.840190854,1.093958909,,,,,,,,,,,,
PTPRO,0.632376113,20.55241565,0.913655,0.391472295,0.549991734,-6.671596089,0.259643838,,,,,,,,,,,,
CAD,0.631399821,27.65474211,2.825642146,0.025740139,0.093452368,-4.107697268,1.029409688,,,,,,,,,,,,
AQR,0.630128905,20.44468878,0.882261733,0.407094161,0.562070515,-6.700281807,0.250209196,,,,,,,,,,,,
DARS,0.630058238,28.37827572,3.08006848,0.017959347,0.076271149,-3.731991965,1.11763971,,,,,,,,,,,,
SQSTM1,0.630032433,22.67887414,3.271894514,0.013764583,0.066990293,-3.452078217,1.173988123,,,,,,,,,,,,
MPND,0.629770055,18.25775996,2.826878066,0.025694711,0.093452368,-4.105863206,1.029409688,,,,,,,,,,,,
ASIC4,0.629434722,22.92761492,2.873999485,0.024024188,0.089736785,-4.035989894,1.047029493,,,,,,,,,,,,
FHOD3,0.629117675,23.0022595,3.180441698,0.01561623,0.070781353,-3.585099977,1.150081141,,,,,,,,,,,,
SNX29,0.628769227,23.8907557,2.375763098,0.049416792,0.137712019,-4.776731496,0.861028155,,,,,,,,,,,,
C9orf72,0.628564513,17.81475216,0.517054483,0.6211505,0.741731087,-6.970337622,0.129753519,,,,,,,,,,,,
SON,0.628358454,22.94790536,3.223294777,0.014717386,0.069359191,-3.522666274,1.15889598,,,,,,,,,,,,
PTPN13,0.627890985,25.12360166,2.189694475,0.064957783,0.164997431,-5.051269345,0.782522817,,,,,,,,,,,,
ADCY8,0.626533307,22.07946003,2.154666515,0.068395822,0.170367776,-5.1025623,0.768612546,,,,,,,,,,,,
CCDC137,0.626451296,17.49634878,1.490236124,0.180054742,0.324710186,-6.025326682,0.488504088,,,,,,,,,,,,
USE1,0.62630019,19.36962577,1.874158276,0.10332146,0.222970651,-5.506215448,0.651752298,,,,,,,,,,,,
PGAM5,0.625241669,24.65364549,2.563368695,0.037574103,0.116394761,-4.49785281,0.934066568,,,,,,,,,,,,
HNRNPDL,0.624967718,25.49211168,3.220734152,0.014769509,0.069359191,-3.526391939,1.15889598,,,,,,,,,,,,
MFF,0.624618803,22.83938654,2.321523463,0.053510274,0.145305713,-4.857055745,0.837717311,,,,,,,,,,,,
SLC25A4,0.624416304,24.3207745,2.904366083,0.023008664,0.087875717,-3.991021334,1.056131117,,,,,,,,,,,,
FAM193B,0.624023503,22.2478535,2.213225599,0.062746382,0.161136159,-5.01673002,0.792806994,,,,,,,,,,,,
KIF1A,0.62293048,26.39249433,3.117483983,0.017044803,0.074393976,-3.677133227,1.128462227,,,,,,,,,,,,
PPFIBP1,0.622554819,19.62822536,2.469058171,0.043110216,0.12687854,-4.63819199,0.896611828,,,,,,,,,,,,
LRRC49,0.621765629,20.91159526,1.016875379,0.343276738,0.506038287,-6.571858069,0.295816623,,,,,,,,,,,,
ZFYVE16,0.621590558,23.42609179,2.485194146,0.042106403,0.125228216,-4.614195609,0.902297805,,,,,,,,,,,,
PRKCE,0.621291697,22.90422659,3.116410122,0.017070347,0.074393976,-3.678706073,1.128462227,,,,,,,,,,,,
VPS51,0.620736194,22.95829025,2.131116029,0.070809473,0.174420618,-5.136959897,0.75840218,,,,,,,,,,,,
PRPH,0.620155204,28.40846347,0.947882093,0.374953999,0.535810779,-6.639428833,0.270988554,,,,,,,,,,,,
STIM1,0.619232044,19.78461023,2.723942037,0.029783445,0.10168676,-4.258814979,0.992735591,,,,,,,,,,,,
PABPC5,0.617652783,23.60873033,3.154528627,0.016188102,0.072203944,-3.622937139,1.141439081,,,,,,,,,,,,
RAB39B,0.617103535,23.43649227,3.23280352,0.014525547,0.068850446,-3.508836852,1.162093245,,,,,,,,,,,,
DHX29,0.616790379,24.13602588,2.805763901,0.026482524,0.094832445,-4.137204866,1.023043051,,,,,,,,,,,,
IFT172,0.615644823,22.08355255,2.842523645,0.025126875,0.092233222,-4.082651649,1.035112619,,,,,,,,,,,,
RFC4,0.615557539,21.33868598,1.935516167,0.094426036,0.209852105,-5.419225886,0.678086669,,,,,,,,,,,,
EIF3K,0.615135568,25.41962293,2.532939292,0.039275133,0.119058879,-4.543152409,0.92423821,,,,,,,,,,,,
SCAPER,0.614950986,25.95228655,2.354377935,0.050991134,0.140349545,-4.808424203,0.852788992,,,,,,,,,,,,
LRRN1,0.614107384,18.41807356,2.849171918,0.024889601,0.091758797,-4.072791796,1.037352287,,,,,,,,,,,,
HIGD1A,0.612643135,18.33999472,1.308985572,0.232129653,0.384949096,-6.249709477,0.414596696,,,,,,,,,,,,
DHX36,0.612332486,25.81753318,2.356777375,0.050811967,0.140057544,-4.804869665,0.853693494,,,,,,,,,,,,
IARS,0.610622308,28.95731056,2.939135284,0.021901356,0.085100695,-3.93959783,1.070066894,,,,,,,,,,,,
BIRC6,0.609890859,24.92543894,2.631019479,0.034060679,0.110004336,-4.397120553,0.958590195,,,,,,,,,,,,
PRKAR2A,0.60945033,25.33629472,2.122604812,0.071702611,0.175686054,-5.149372715,0.755262712,,,,,,,,,,,,
CNNM4,0.60935387,20.01242012,1.576551817,0.159182365,0.299932344,-5.913174697,0.522976699,,,,,,,,,,,,
VWA5A,0.608852695,21.41023573,3.058138093,0.01851957,0.07756668,-3.764199929,1.110324795,,,,,,,,,,,,
CASC3,0.608469299,24.28598226,2.875529371,0.023971909,0.089620334,-4.033723168,1.047593444,,,,,,,,,,,,
HNRNPR,0.60723954,23.72585316,2.724991961,0.029738459,0.10168676,-4.25725321,0.992735591,,,,,,,,,,,,
MAN1B1,0.605472996,17.05467697,0.986716537,0.356858579,0.520638401,-6.601835097,0.283463802,,,,,,,,,,,,
GEMIN2,0.605304049,23.20646294,1.819217265,0.111973974,0.23566438,-5.583335119,0.627706054,,,,,,,,,,,,
ERCC6L,0.604122484,19.40908609,1.868669942,0.104155791,0.224201543,-5.513953494,0.649361403,,,,,,,,,,,,
SNRNP27,0.603901669,23.36745521,2.793052092,0.026969045,0.095687162,-4.156082943,1.019146327,,,,,,,,,,,,
FMR1,0.603521521,26.23493901,2.46546133,0.043337317,0.127372723,-4.643539853,0.894923567,,,,,,,,,,,,
AKAP11,0.603517023,21.20223568,2.200281207,0.063953306,0.16332513,-5.03573775,0.786946987,,,,,,,,,,,,
RBM7,0.603266818,19.28401721,1.799972235,0.11516721,0.240377855,-5.610161681,0.619105544,,,,,,,,,,,,
ATXN2,0.602084948,26.20862111,2.554272204,0.038074455,0.11716528,-4.511395783,0.931201064,,,,,,,,,,,,
OBSL1,0.601859739,20.74301555,2.286278603,0.056353955,0.150276558,-4.909135869,0.82310876,,,,,,,,,,,,
KIAA1609,0.600798244,23.28313501,2.295216138,0.055618609,0.148935834,-4.895938674,0.827000799,,,,,,,,,,,,
UBAC2,0.600450166,22.01510794,2.808656733,0.026373101,0.094725618,-4.132909673,1.02353255,,,,,,,,,,,,
ZNRF2,0.598953647,21.02138779,1.325171651,0.226990729,0.378644786,-6.230350027,0.421768019,,,,,,,,,,,,
KIAA0232,0.596204886,19.43433814,2.469427799,0.043086948,0.12687854,-4.637642396,0.896611828,,,,,,,,,,,,
ARGLU1,0.595525411,20.6734924,2.086848314,0.075579454,0.182171362,-5.201405918,0.739519894,,,,,,,,,,,,
GRIP1,0.595373607,26.10759963,2.846025688,0.025001593,0.09209173,-4.077457614,1.035779369,,,,,,,,,,,,
PUF60,0.594144972,22.30858787,2.556972385,0.037925215,0.116800861,-4.507375811,0.932553955,,,,,,,,,,,,
FAM175B,0.593707349,26.38062023,2.492499411,0.041659902,0.124647669,-4.603329168,0.90431584,,,,,,,,,,,,
CLUH,0.593470017,22.26903247,2.67064849,0.032163031,0.106143601,-4.338120804,0.974106184,,,,,,,,,,,,
LTV1,0.593417931,22.17328811,0.962316702,0.368147964,0.530367844,-6.625589712,0.275422815,,,,,,,,,,,,
MTDH,0.593216585,23.69367665,2.676347953,0.031899319,0.1060685,-4.329636974,0.974413573,,,,,,,,,,,,
YBX1,0.592942009,29.25803474,2.772941152,0.027758029,0.097428386,-4.185961764,1.01131449,,,,,,,,,,,,
EIF3F,0.59291318,25.79348521,2.303746771,0.054925839,0.147920126,-4.883336159,0.829972733,,,,,,,,,,,,
SEC23IP,0.592560683,26.81417691,2.662546046,0.03254185,0.106887268,-4.350182338,0.971074025,,,,,,,,,,,,
MLF2,0.591473916,20.65482509,2.571780582,0.037117475,0.115841305,-4.485328381,0.936136559,,,,,,,,,,,,
CKAP4,0.591394977,27.80308631,2.427805686,0.045790101,0.131044852,-4.699498501,0.882580034,,,,,,,,,,,,
MARS,0.590109419,28.39012062,2.735670013,0.02928496,0.100978403,-4.241371165,0.995771503,,,,,,,,,,,,
C1QBP,0.58921684,21.28011853,2.451482188,0.044231708,0.128577729,-4.664320083,0.890834249,,,,,,,,,,,,
NHP2L1,0.588378407,20.9234665,1.819968603,0.111851054,0.23566438,-5.582285759,0.627706054,,,,,,,,,,,,
ZKSCAN8,0.58795996,19.57909793,2.08513285,0.075770621,0.182321715,-5.203897451,0.739161604,,,,,,,,,,,,
PDCD6,0.587570595,22.81221012,3.041420352,0.018959114,0.078863231,-3.788777915,1.103125434,,,,,,,,,,,,
LTBP1,0.587225387,21.84297477,2.421454504,0.04621766,0.13155925,-4.708931019,0.880878612,,,,,,,,,,,,
EXD2,0.587031804,21.09048387,1.416267843,0.199891793,0.34849772,-6.118840308,0.457800059,,,,,,,,,,,,
TBCK,0.586729564,20.65259968,2.218921899,0.062222571,0.160351493,-5.008359653,0.794926991,,,,,,,,,,,,
VPS26A,0.585905754,22.9332611,2.977717865,0.020738313,0.082093478,-3.882622697,1.085691347,,,,,,,,,,,,
C2orf47,0.585597961,22.60709019,2.440591281,0.044941663,0.12948931,-4.680504559,0.887766084,,,,,,,,,,,,
IGF2BP3,0.583821901,28.33464173,2.731314798,0.029469046,0.101374821,-4.247848548,0.994069899,,,,,,,,,,,,
AGPAT6,0.583772087,20.27154681,1.957473298,0.091428425,0.206211642,-5.387893917,0.685686819,,,,,,,,,,,,
MSI2,0.582819629,25.65243558,2.049335944,0.079871386,0.188766709,-5.255781715,0.724074596,,,,,,,,,,,,
SCAMP3,0.581211573,24.36643315,2.717431315,0.030064004,0.102309156,-4.268500328,0.990085499,,,,,,,,,,,,
ISYNA1,0.581140066,23.13443791,1.801782917,0.114863076,0.240377855,-5.607642006,0.619105544,,,,,,,,,,,,
PTBP1,0.58084984,22.45809792,2.060844684,0.078529472,0.186578759,-5.23912362,0.729137801,,,,,,,,,,,,
OCIAD1,0.580379307,22.05131835,1.953697506,0.091937168,0.206819511,-5.39328903,0.684408494,,,,,,,,,,,,
SULF2,0.580171687,21.89429803,0.847402292,0.424969789,0.576997025,-6.731193703,0.238826426,,,,,,,,,,,,
TTC17,0.580127762,22.513438,2.504026483,0.040965276,0.122953729,-4.586179998,0.910258294,,,,,,,,,,,,
NUP153,0.579714773,17.84261018,2.843030077,0.025108717,0.092233222,-4.081900502,1.035112619,,,,,,,,,,,,
LSM14A,0.579693241,23.91026107,2.707007384,0.030518964,0.10336048,-4.284009047,0.985645483,,,,,,,,,,,,
ZNF629,0.579658343,22.47389599,1.914630834,0.097366561,0.214479142,-5.448932041,0.668614937,,,,,,,,,,,,
SOGA1,0.579600788,25.65076545,2.675402096,0.031942927,0.1060685,-4.331044879,0.974413573,,,,,,,,,,,,
LARP7,0.577797869,21.0453624,2.419768221,0.046331867,0.131796006,-4.711435112,0.880097749,,,,,,,,,,,,
TRA2A,0.577262283,23.34589675,1.560066071,0.162988091,0.304977899,-5.934831361,0.515731631,,,,,,,,,,,,
EIF4E,0.576925478,23.99443365,2.205509567,0.063463025,0.162365944,-5.028062601,0.789505059,,,,,,,,,,,,
RPL23A,0.576418014,26.08418251,1.102527144,0.306917972,0.465068331,-6.48315675,0.332483233,,,,,,,,,,,,
PRKRA,0.575509281,27.28697074,2.646487766,0.033306451,0.108392719,-4.3740895,0.964999888,,,,,,,,,,,,
FAM193A,0.574727977,22.67386333,1.781298382,0.118349285,0.245142139,-5.636093995,0.610582029,,,,,,,,,,,,
PAIP2,0.574725256,19.7318185,1.54983837,0.165391203,0.307672554,-5.948212501,0.511911244,,,,,,,,,,,,
SYN1,0.573925563,24.61484873,2.664512243,0.032449497,0.106749043,-4.347255319,0.971636009,,,,,,,,,,,,
MRPS18B,0.572402704,22.25969103,1.659239018,0.141309687,0.275927467,-5.8029951,0.559205066,,,,,,,,,,,,
R3HDM1,0.572003549,21.65987572,1.92210414,0.096304218,0.212690594,-5.438313473,0.672251715,,,,,,,,,,,,
SPAG9,0.571860153,26.07098738,2.344587332,0.051728916,0.141828731,-4.822924133,0.848235783,,,,,,,,,,,,
TMEM132A,0.569723753,22.87586638,2.632877785,0.033969136,0.109792176,-4.394353593,0.959428607,,,,,,,,,,,,
NSG1,0.569343022,18.64388171,2.492227974,0.041676404,0.124647669,-4.603732952,0.90431584,,,,,,,,,,,,
SMARCC1,0.569337096,21.11925997,1.176356941,0.278143335,0.434210428,-6.402700412,0.362299751,,,,,,,,,,,,
MCCC2,0.568564295,25.51088789,2.50707753,0.040783428,0.122494498,-4.581640317,0.911883419,,,,,,,,,,,,
RELL1,0.567949996,20.22340231,1.89336598,0.100452388,0.219229851,-5.47907729,0.659100311,,,,,,,,,,,,
ZNF644,0.567894928,21.6644293,1.328969301,0.225799494,0.377018043,-6.225787328,0.423637865,,,,,,,,,,,,
STOX2,0.567413029,23.21728137,2.533213786,0.039259437,0.119058879,-4.542743835,0.92423821,,,,,,,,,,,,
HMGA2,0.566917339,23.50563489,1.074829529,0.318320726,0.478890586,-6.512402695,0.319763701,,,,,,,,,,,,
CLCN4,0.566507219,19.89426673,2.001658232,0.085677016,0.197755592,-5.324546877,0.703871227,,,,,,,,,,,,
ADCY7,0.56604012,17.88984461,0.624631008,0.552146271,0.686867373,-6.903717849,0.163127112,,,,,,,,,,,,
NOP56,0.565812321,23.13981962,1.684888982,0.136159582,0.269412604,-5.76832024,0.56958209,,,,,,,,,,,,
MBD1,0.565497364,19.33142513,1.542274337,0.16718941,0.309649454,-5.95808139,0.509129682,,,,,,,,,,,,
C16orf58,0.564942866,20.3417057,2.097764852,0.074374159,0.180234346,-5.18554021,0.744162446,,,,,,,,,,,,
PDLIM5,0.564792453,20.92339865,2.068751344,0.077620567,0.185303287,-5.22766663,0.732116876,,,,,,,,,,,,
THOC6,0.564459962,22.98238292,2.311822436,0.054278105,0.146640656,-4.871400417,0.833745604,,,,,,,,,,,,
PPIG,0.563975029,22.25700079,1.596500025,0.154687431,0.293975464,-5.886827449,0.531688916,,,,,,,,,,,,
CHP1,0.563402356,22.37882398,2.369750328,0.049854354,0.138567696,-4.785645215,0.858338003,,,,,,,,,,,,
ZNF660,0.56336958,18.33609652,1.309800038,0.231868667,0.384816815,-6.248738737,0.41474596,,,,,,,,,,,,
KIAA1430,0.563274639,20.37784493,2.390733818,0.048344337,0.135463327,-4.754528889,0.868178261,,,,,,,,,,,,
GPR107,0.563041377,20.07616551,1.764294314,0.121320045,0.249393143,-5.65962081,0.603115492,,,,,,,,,,,,
MLKL,0.562733207,18.84008266,2.400908138,0.047629113,0.134674331,-4.739432688,0.870715175,,,,,,,,,,,,
RANBP3,0.562699131,20.64130967,2.364623779,0.050230552,0.139248794,-4.793243426,0.856208557,,,,,,,,,,,,
RPS11,0.561684457,27.8077425,1.971651434,0.08954267,0.20314515,-5.367609154,0.692193543,,,,,,,,,,,,
APBA2,0.560535253,22.5537013,2.398748402,0.047780024,0.134831736,-4.742637662,0.870207874,,,,,,,,,,,,
EIF2AK3,0.5594138,19.84873676,2.519023839,0.040079395,0.120721413,-4.563863283,0.91821569,,,,,,,,,,,,
TIMMDC1,0.558033315,20.10032625,1.542652008,0.167099201,0.309649454,-5.957589194,0.509129682,,,,,,,,,,,,
ADAR,0.5572313,25.01958842,2.272051001,0.057544977,0.152184561,-4.930130233,0.817629405,,,,,,,,,,,,
DEK,0.557014468,24.9405905,1.947479651,0.092781012,0.207827509,-5.402167062,0.682296968,,,,,,,,,,,,
TLCD1,0.556354684,15.24078758,2.926993852,0.022281484,0.085948866,-3.957546733,1.065759847,,,,,,,,,,,,
SRRM1,0.555951609,22.99916619,2.365174072,0.050190031,0.139227343,-4.792427897,0.856275465,,,,,,,,,,,,
CNTNAP1,0.555365418,23.48682793,2.146081557,0.069265976,0.171904238,-5.115109967,0.764713416,,,,,,,,,,,,
ZNF532,0.555096068,26.03127834,1.494337104,0.179008968,0.324029399,-6.020069478,0.489415585,,,,,,,,,,,,
NHP2,0.554550542,18.39923437,1.466089652,0.186325599,0.332824683,-6.056129616,0.477784473,,,,,,,,,,,,
LIMA1,0.554514591,28.03428862,1.538297448,0.16814204,0.309804444,-5.963260681,0.508912357,,,,,,,,,,,,
PGRMC2,0.553511658,23.23904563,2.228523672,0.061349602,0.158776211,-4.994242583,0.799214567,,,,,,,,,,,,
TNK2,0.553501327,18.45017962,0.918592486,0.389056373,0.547647441,-6.667012651,0.261498937,,,,,,,,,,,,
ATP2C1,0.552978065,24.42439579,3.028982592,0.01929332,0.079397994,-3.807077526,1.100190471,,,,,,,,,,,,
TMEM39B,0.552569293,20.7750112,1.217369983,0.263152901,0.419523412,-6.356506312,0.377243798,,,,,,,,,,,,
RBPMS,0.552407097,16.10938231,1.730023868,0.127525405,0.257784271,-5.706776357,0.588743586,,,,,,,,,,,,
TFCP2,0.552115822,22.67631991,1.82315983,0.111330417,0.235116996,-5.577827032,0.628715975,,,,,,,,,,,,
THOC2,0.552091157,23.44135889,1.746913336,0.124430312,0.253091732,-5.683581169,0.596722042,,,,,,,,,,,,
ZMAT2,0.551699234,20.35891206,0.925974289,0.385465238,0.544782318,-6.660124181,0.263776997,,,,,,,,,,,,
C22orf28,0.549991036,26.65965008,2.540687911,0.038834547,0.118280529,-4.531618409,0.92708674,,,,,,,,,,,,
TRMT1L,0.549952313,21.76192754,1.831465557,0.10998631,0.233439209,-5.566209752,0.631826198,,,,,,,,,,,,
FBLL1,0.54866203,22.43850299,1.907271253,0.098423924,0.2159124,-5.45937676,0.665722415,,,,,,,,,,,,
SLC25A46,0.548590744,21.23443823,2.038011397,0.081214039,0.190983402,-5.272151376,0.719004375,,,,,,,,,,,,
SLMAP,0.548479174,23.99033239,2.675918314,0.03191912,0.1060685,-4.330276489,0.974413573,,,,,,,,,,,,
COPE,0.548190136,23.35053976,2.247413055,0.059668192,0.156041141,-4.966442621,0.806760883,,,,,,,,,,,,
TAF5L,0.548096929,22.13198941,1.639464948,0.145404495,0.281978489,-5.829571094,0.549784021,,,,,,,,,,,,
NCOR1,0.548083115,17.11773555,0.394769281,0.70484021,0.805342043,-7.031814572,0.094019628,,,,,,,,,,,,
MCM3AP,0.547971011,20.06387147,1.486770124,0.180942923,0.325816748,-6.029764112,0.487026596,,,,,,,,,,,,
CIRBP,0.547906569,23.02651612,2.268023439,0.057886749,0.152957737,-4.936070072,0.81542855,,,,,,,,,,,,
PNMAL1,0.546940988,19.05258201,2.396869019,0.047911744,0.135024006,-4.745426404,0.86958901,,,,,,,,,,,,
HEATR7A,0.546838622,19.26483065,2.062849923,0.078297964,0.186292131,-5.236218933,0.729805491,,,,,,,,,,,,
STAU1,0.546493179,28.21532085,2.389989989,0.048397056,0.135463327,-4.755632334,0.868178261,,,,,,,,,,,,
SPATA5,0.544329881,19.77346103,2.354649991,0.050970787,0.140349545,-4.808021196,0.852788992,,,,,,,,,,,,
WASH6P,0.543848806,19.18893287,1.150009821,0.288144739,0.445486243,-6.431819544,0.351165703,,,,,,,,,,,,
CSDE1,0.543377908,26.76042288,2.295767981,0.055573526,0.148909001,-4.895123604,0.82707905,,,,,,,,,,,,
CDC37,0.540470124,26.04972735,2.009725157,0.084666178,0.196168716,-5.312940844,0.707370251,,,,,,,,,,,,
SSR1,0.539170264,20.9248014,2.097584824,0.07439388,0.180234346,-5.185802003,0.744162446,,,,,,,,,,,,
PTPRS,0.538117999,26.85312977,1.777525873,0.119002298,0.246097424,-5.641320857,0.608892932,,,,,,,,,,,,
PTPRT,0.538023437,21.83319069,2.368420255,0.04995168,0.138656722,-4.787616709,0.858059072,,,,,,,,,,,,
DYNC2LI1,0.537808974,18.5441857,2.55100669,0.038255754,0.1173932,-4.516257298,0.93035706,,,,,,,,,,,,
ZNHIT6,0.536830592,20.21151075,2.068105505,0.077694415,0.185375382,-5.228602851,0.731947941,,,,,,,,,,,,
HDGFRP3,0.536336219,24.70395692,2.646933478,0.033284978,0.108392719,-4.3734259,0.964999888,,,,,,,,,,,,
PIK3C2A,0.535129968,23.71935672,2.312504077,0.054223789,0.146587162,-4.870392725,0.833904064,,,,,,,,,,,,
ENTPD6,0.534831508,14.98982468,1.056555795,0.326028543,0.48823809,-6.531407246,0.311368342,,,,,,,,,,,,
KTN1,0.534010748,28.62839237,2.22612019,0.061566953,0.159144766,-4.997777231,0.79820764,,,,,,,,,,,,
RPS18,0.533056702,28.08896888,1.663919648,0.14035641,0.2744446,-5.796684387,0.561545309,,,,,,,,,,,,
SGSM2,0.532563547,20.86978036,0.879208871,0.408637405,0.562615073,-6.703028863,0.249788637,,,,,,,,,,,,
OSBPL9,0.530882758,21.77928567,1.705523371,0.132145698,0.26422918,-5.740265738,0.578019223,,,,,,,,,,,,
MRPL2,0.529845996,21.67108063,1.687216906,0.135701041,0.268932488,-5.765162231,0.57035673,,,,,,,,,,,,
PHKG2,0.528353915,15.72301959,1.113626435,0.302442505,0.459695321,-6.471290568,0.337529917,,,,,,,,,,,,
WBP2,0.528197019,26.48462882,1.752363675,0.123446887,0.251815048,-5.676077386,0.59891832,,,,,,,,,,,,
VAT1L,0.528084265,20.53596586,2.570977957,0.037160795,0.115841305,-4.486523432,0.936136559,,,,,,,,,,,,
UPF3B,0.525713432,23.65980857,1.235283657,0.256822674,0.41299731,-6.336008162,0.384052777,,,,,,,,,,,,
SCFD1,0.52494151,22.18680288,1.579405314,0.158532045,0.299309828,-5.909415299,0.523879023,,,,,,,,,,,,
SLC25A12,0.523706898,25.87038337,2.153016156,0.068562244,0.17058222,-5.104975193,0.768066239,,,,,,,,,,,,
EPS15,0.523351572,22.55980302,2.475613706,0.042699456,0.126460663,-4.628443992,0.898044547,,,,,,,,,,,,
TTC37,0.523128748,24.47227906,1.838446953,0.108868657,0.231761997,-5.556430819,0.634957775,,,,,,,,,,,,
ARL6IP5,0.522845477,19.20167117,1.267764289,0.245675453,0.400197256,-6.298358465,0.397725893,,,,,,,,,,,,
GIGYF2,0.522394592,24.68291218,1.888115277,0.101228896,0.220115124,-5.486504607,0.657350117,,,,,,,,,,,,
DGAT1,0.522388814,20.42646626,1.006337073,0.347975996,0.511631008,-6.582409262,0.291043143,,,,,,,,,,,,
SRPK1,0.522350321,24.76929579,2.484409052,0.042154681,0.125284066,-4.615363332,0.90210416,,,,,,,,,,,,
SLC25A36,0.520863928,19.66459339,2.729643868,0.029539994,0.101374821,-4.250333808,0.994069899,,,,,,,,,,,,
DICER1,0.52077194,27.47422368,2.0590152,0.078741281,0.186658133,-5.24177314,0.728953082,,,,,,,,,,,,
HEXIM2,0.520148834,19.69645075,1.452462868,0.189951157,0.336942566,-6.073396606,0.472444122,,,,,,,,,,,,
ICMT,0.519948273,21.82827766,2.017241431,0.08373495,0.194648239,-5.302116225,0.71074952,,,,,,,,,,,,
AKAP8,0.519500626,20.94145328,2.171080908,0.066762524,0.168460941,-5.078544853,0.773500776,,,,,,,,,,,,
POLR3A,0.519059495,21.52836338,1.891245769,0.100765237,0.219799673,-5.482077189,0.657972958,,,,,,,,,,,,
PES1,0.517908147,19.36572584,1.747651596,0.124296669,0.252952389,-5.68256529,0.596961215,,,,,,,,,,,,
TRA2B,0.517859147,25.76067596,1.949486879,0.092507777,0.207434282,-5.399301969,0.683119467,,,,,,,,,,,,
HNRNPL,0.517581028,24.29487874,2.028171342,0.082398845,0.192596529,-5.286357171,0.715351545,,,,,,,,,,,,
ZNF318,0.517339472,22.37832313,1.496812,0.178380534,0.323741308,-6.016893251,0.489801884,,,,,,,,,,,,
BAG2,0.516422425,22.80257693,1.144902306,0.290117629,0.4477215,-6.437412845,0.34899205,,,,,,,,,,,,
HDLBP,0.51609737,25.34974974,2.009768439,0.084660786,0.196168716,-5.312878541,0.707370251,,,,,,,,,,,,
RRP1B,0.516052366,24.36770371,2.10875062,0.073180585,0.178107704,-5.169555804,0.749317295,,,,,,,,,,,,
HAX1,0.515763512,21.72401008,1.570664735,0.160531859,0.302186503,-5.920920667,0.519724937,,,,,,,,,,,,
LUC7L2,0.515738511,23.01080232,1.733665316,0.12685195,0.257032553,-5.701782789,0.590011869,,,,,,,,,,,,
AKTIP,0.515399317,20.46713388,2.454863636,0.044013634,0.128559767,-4.659294148,0.890894922,,,,,,,,,,,,
