nes n40n2,nes n40n3,nes n40n4,nes n40n5,nes n41n1,nes n41n2,nes n41n3,nes n41n4,nes n41n5,lamp n40n2,lamp n40n3,lamp n40n4,lamp n40n5,lamp n41n1,lamp n41n2,lamp n41n3,lamp n41n4,lamp n41n5
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-7.942258164,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-4.050372212
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.019241343,-1.030795505,-1.004153864,-0.920758515,-0.881494523,-1.041841142,-1.043078475,-0.786475981,-0.945816131
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-6.297662436,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-5.101913809,-6.745350001,-23.25349666,-23.25349666
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,1.561731273,-23.25349666,-5.16946542,-23.25349666,-5.598002068,-2.7361505,-2.458737852,-2.872829334,-4.180709461
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-2.660437364,-2.821421809,-2.898162507,-3.605304313,-2.619120501,-2.788264345,-3.09870394,-2.672392197,-3.039602002
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-5.5254748,-2.545330575,-5.521191753,-1.852887562,-4.92061084,-1.260930295,-2.690583137,-2.127984727,-5.038237267
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-2.652364484,-3.040190206,-2.375530586,-2.662763854,-2.415843933,-2.76216718,-1.982369299,-2.812618192,-2.402401041
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-1.563021956,-1.697722277,-1.704075955,-1.815370312,-1.815827578,-1.553349251,-1.468305621,-1.649908389,-1.648756031
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-7.999963806,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-8.005180648,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-2.144607807,-1.798214646,-4.072252645,-3.126556721,-2.367192649,-4.1844076,-2.828664171,-3.34598578,-3.003276015
-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-4.484018719,-4.357017111,-4.600604263,-4.697036151,-5.44950326,-4.31055927,-5.269138567,-4.364133017,-4.516420048
,,,,,,,,,-3.801324914,-1.794856057,-2.465776259,-2.258700858,-1.914640711,-2.347984863,-2.564383464,-1.741757043,-2.347290955
,,,,,,,,,-2.077581405,-1.98624525,-0.166551296,-0.828126392,-1.007774458,-2.058413616,-1.33325347,-1.966139981,-0.44234261
,,,,,,,,,-0.107945836,-6.179474399,-3.825946755,-6.728396631,-3.574305741,-4.858013864,-4.646525479,-3.136196579,-3.208835602
,,,,,,,,,-4.51322186,-23.25349666,-3.641149349,-4.231158492,-4.718394237,-4.681638423,-3.270270935,-3.783424517,-23.25349666
,,,,,,,,,-6.351247221,-5.816679165,-5.807102461,-6.113870373,-5.325014491,-6.136123444,-6.069290477,-5.812306996,-6.09629778
,,,,,,,,,-23.25349666,-23.25349666,-23.25349666,-6.403155728,-23.25349666,-23.25349666,-3.75045833,-23.25349666,-23.25349666
,,,,,,,,,-6.409305942,-5.029895093,-5.067973575,-3.517498542,-3.380635944,-7.653398791,-4.169261699,-3.449341989,-3.312010408
,,,,,,,,,-5.079829091,-2.784463209,-3.655236955,-2.436947134,-3.858785856,-23.25349666,-23.25349666,-2.430425786,-23.25349666
,,,,,,,,,-8.067674244,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-6.017750629,-6.095693333,-5.8213852,-7.988048267,-5.340491991,-6.155767368,-6.253527924,-6.196699681,-6.194952702
,,,,,,,,,-0.710013022,-0.669512099,-0.741245519,-0.633249814,-0.410015131,-0.643306914,-1.603172273,0.892001228,-0.218392343
,,,,,,,,,-1.109611902,0.581528314,-1.109410962,1.136220005,-1.336537743,0.280667752,-0.671815738,-0.172685373,1.233710938
,,,,,,,,,-5.227587155,-23.25349666,-23.25349666,-23.25349666,-5.243605462,-23.25349666,-5.711152754,-6.66828763,-5.020037731
,,,,,,,,,-23.25349666,-8.219318442,-23.25349666,-5.861502901,-10.44354168,-7.762274259,-9.505496746,-23.25349666,-23.25349666
,,,,,,,,,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-8.153086047,-23.25349666,-4.722410642
,,,,,,,,,-1.451894259,-1.346476432,-1.603798296,-1.305855368,-1.515968785,-1.289338349,-1.26182835,-1.360568213,-1.535562767
,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
,,,,,,,,,-3.264358211,-2.945887081,-3.0044412,-3.111815426,-2.77210359,-3.354847395,-2.815619169,-2.969784592,-2.851624173
,,,,,,,,,-23.25349666,-4.857577423,-23.25349666,-6.286052545,-2.025278094,-23.25349666,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-8.216280909,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-5.441921213,-4.986192041,-4.888752193,-8.772363876,-23.25349666,-5.718832059,-7.429000024,-4.921635969,-23.25349666
,,,,,,,,,-1.001006417,-7.476273974,-6.903255318,-7.086188881,-3.857423991,-8.382381699,-6.833712062,-4.384499208,-4.802241878
,,,,,,,,,-3.49512803,-3.989500829,-4.158720456,-3.696828962,-3.970277628,-3.974912813,-3.658684137,-4.405148344,-4.64193371
,,,,,,,,,-2.75593815,-4.062053475,-5.435709733,-23.25349666,-23.25349666,-3.299267419,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-23.25349666,-3.965510965,-23.25349666,-23.25349666,-6.331629699,-10.03083004,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-3.128662856,-3.390195378,-3.527680367,-3.395000032,-4.771263599,-3.59269614,-3.385324587,-3.06706057,-2.944283292
,,,,,,,,,-3.405834696,-3.481551008,-3.9256986,-3.428786309,-3.164820933,-3.172134862,-2.669083172,-4.631317086,-2.303418578
,,,,,,,,,-23.25349666,-23.25349666,-3.949880533,-4.17918314,-3.700051352,-4.885566147,-3.969455155,-6.089354565,-3.857128277
,,,,,,,,,-1.999546661,-3.220415061,-3.170252074,-3.30271478,-2.943314843,-3.122243979,-2.949341418,-3.668174833,-2.838083607
,,,,,,,,,-6.998213181,-6.148860546,-6.177504715,-5.733196355,-5.692890738,-6.068727354,-6.881017558,-5.358978704,-6.586430179
,,,,,,,,,-4.472822535,-5.332859967,-5.406847141,-4.311718402,-3.938278694,-4.565527988,-4.205911064,-5.724217873,-5.304001171
,,,,,,,,,-6.458181932,-4.975082326,-2.993320378,-4.371015586,-23.25349666,-3.925859797,-4.757780698,-5.163323186,-23.25349666
,,,,,,,,,-5.934257194,-23.25349666,-7.538869591,-23.25349666,-23.25349666,-23.25349666,-6.916377954,-23.25349666,-11.71173695
,,,,,,,,,-4.090967085,-3.953233801,-4.460504121,-4.350661977,-3.951758546,-4.194975373,-4.072334408,-4.200922325,-4.492818099
,,,,,,,,,-6.711152905,-23.25349666,-8.193381288,-23.25349666,-23.25349666,-7.662730984,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,0.548965702,0.302731883,-0.797966665,0.224764665,-0.390708588,-0.26134054,-0.956744907,0.566903753,-0.709688768
,,,,,,,,,-5.748789616,-3.56735242,-7.434237633,-4.754459515,-4.225335877,-23.25349666,-23.25349666,-5.162133131,-23.25349666
,,,,,,,,,-3.957764964,-3.343578669,-3.241102434,-6.686401396,-2.150234773,-5.733739567,-5.568080221,-2.40402513,-2.903437493
,,,,,,,,,-1.917351943,-2.693612829,-1.759142692,-2.704129561,-1.607103175,-1.709108168,-2.582889355,-2.160130865,-1.538197675
,,,,,,,,,-4.159030654,-3.742920772,-4.562542914,-3.425158022,-5.391503026,-2.8928695,-3.590534374,-3.317317806,-3.801800294
,,,,,,,,,-1.306356983,-1.371616788,-1.051802518,-1.48697391,-0.871252482,-1.385204289,-1.162292716,-1.360241719,-0.662326784
,,,,,,,,,-3.117879052,-2.108809124,-1.577015379,-1.464417738,-3.645328634,-1.765489723,-2.006246523,-2.258926179,-1.426389333
,,,,,,,,,-2.249849701,-2.340235973,-2.088573513,-2.275452513,-2.681989189,-2.078509716,-2.936734314,-2.054218752,-1.954674183
,,,,,,,,,-23.25349666,-4.153673996,-4.080240668,-4.971431844,-4.780421145,-5.731017427,-4.658418496,-7.25663219,-4.685336417
,,,,,,,,,-3.238871006,-3.866835823,-3.126445998,-3.332558842,-3.124440181,-3.555200292,-3.372045806,-2.890870986,-3.572262783
,,,,,,,,,-2.835228208,-2.553371312,-6.526930435,-7.313221842,-2.657525611,-23.25349666,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-4.767467493,-2.703823282,-2.409791047,-3.396861566,-3.786079316,-2.323483877,-7.118933774,-4.673174418,-4.060463522
,,,,,,,,,1.988752233,1.839428192,1.725540059,1.91904713,1.993916927,1.821316329,1.752787016,1.616359015,1.819078211
,,,,,,,,,-23.25349666,-4.355775414,-4.987433912,-3.220308123,-3.769254173,-23.25349666,-2.628215293,-3.899791844,-4.218296824
,,,,,,,,,-1.093014797,-1.160230999,-2.303216754,-2.894399358,-3.817940787,-0.744960162,-3.754256237,-3.933250654,-1.423320774
,,,,,,,,,-8.134270194,-23.25349666,-4.236702085,-23.25349666,-23.25349666,-4.395830485,-23.25349666,-3.795871606,-23.25349666
,,,,,,,,,-6.793433108,-23.25349666,-5.024099978,-9.863011951,-5.864526785,-23.25349666,-23.25349666,-23.25349666,-4.866287673
,,,,,,,,,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-8.615638985,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-23.25349666,-4.269671421,-23.25349666,-23.25349666,-23.25349666,-6.175871031,-23.25349666,-23.25349666,-4.942711987
,,,,,,,,,-0.629135529,-1.076688249,-1.167630492,-0.974226207,-1.266727949,-0.072525702,-0.35187495,-1.507724017,-0.324517015
,,,,,,,,,-1.613959119,0.887224495,-1.613674097,0.115558633,-1.760234064,-1.779360284,0.187921689,-0.544454241,-0.086806261
,,,,,,,,,-2.650999705,-3.305240893,-2.750520629,-2.403066796,-2.165493952,-2.7844201,-2.090011635,-3.328169663,-2.291476005
,,,,,,,,,-23.25349666,-23.25349666,-3.510210816,-2.804781814,-23.25349666,-5.708455433,-3.674773647,-5.339421023,-6.091094025
,,,,,,,,,-7.009072247,-23.25349666,-23.25349666,-8.351674255,-23.25349666,-4.750219058,-23.25349666,-23.25349666,-8.249251176
,,,,,,,,,-3.684961541,-3.777490348,-3.646015012,-3.864835558,-3.416372429,-3.750342591,-3.618376154,-3.898841121,-3.426983974
,,,,,,,,,-0.928546457,-0.570559341,-1.332943737,-1.162322655,-0.790523798,0.031331784,-1.271311415,-1.160760753,-2.521897575
,,,,,,,,,-2.026613396,-2.372270446,-1.456178994,-2.154259931,-2.737250824,-2.908975179,-1.169245567,-0.589030664,-3.058929793
,,,,,,,,,0.70009173,0.740463043,0.720874715,0.770731766,0.884389348,0.713207937,0.821915983,0.652834581,0.812067039
,,,,,,,,,-4.834748016,-3.855092584,-4.412849771,-3.794190209,-3.713000206,-4.093667299,-3.384801216,-4.820697273,-3.514345113
,,,,,,,,,2.032938659,2.003433026,2.001938174,2.059829394,2.108783004,1.906844197,2.134225961,1.517685962,1.966345879
,,,,,,,,,-4.750622565,-4.948605601,-5.271055889,-4.751815806,-5.354649094,-4.575735393,-8.614155956,-4.698427636,-23.25349666
,,,,,,,,,-1.626774023,-1.855331205,-1.485437864,-2.102928658,-1.65169608,-1.540025812,-1.835855296,-1.603860025,-1.569532078
,,,,,,,,,-5.601468269,-23.25349666,-5.919719094,-9.504252582,-6.231573476,-10.68700256,-6.934751396,-23.25349666,-23.25349666
,,,,,,,,,-4.104694226,-4.013740195,-11.74912952,-4.472447739,-3.967330104,-4.699698164,-4.085249085,-4.476653749,-4.211071707
,,,,,,,,,-0.244727798,0.769664791,0.829661756,0.992994422,-0.418799424,0.733691413,0.530851919,0.670245679,0.707418756
,,,,,,,,,-2.872808262,-0.865802498,-2.872126285,-0.96337741,-23.25349666,-23.25349666,-0.41077931,-23.25349666,-23.25349666
,,,,,,,,,-3.36511656,-4.532180684,-23.25349666,-23.25349666,-3.126842058,-23.25349666,-23.25349666,-2.84035234,-23.25349666
,,,,,,,,,1.226196774,-0.429932937,-0.426687881,2.490332781,-2.009811209,-0.777073986,2.139629349,-1.9843301,1.59148311
,,,,,,,,,-1.504885069,-1.492368418,-1.606913345,-1.631956607,-1.324985673,-1.642718303,-1.410921174,-1.647639682,-1.263100276
,,,,,,,,,-1.922967303,-1.492058674,-1.406879604,-1.359239732,-0.682349893,-2.220777038,-0.645914607,-2.166551738,-0.930387087
,,,,,,,,,-23.25349666,-8.913536738,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,0.395728759,0.431424565,0.352969598,0.2692874,0.514203027,0.89419987,0.935903315,-0.570842037,0.463349363
,,,,,,,,,-23.25349666,-9.207969054,-7.604627937,-23.25349666,-5.821289591,-10.59921419,-23.25349666,-23.25349666,-6.899349233
,,,,,,,,,-6.566816003,-5.213700685,-5.058739762,-5.358997888,-5.904502489,-5.770984495,-4.453366295,-5.000019113,-7.573141536
,,,,,,,,,-4.15392571,-4.583815622,-4.009542218,-4.330055631,-4.046695981,-3.975996211,-4.20825357,-4.438067209,-5.186431365
,,,,,,,,,-1.298801949,-0.779205624,-1.526912812,-1.183471756,-0.872536793,-1.391534241,-1.612870956,-1.530399474,-1.639253651
,,,,,,,,,-2.006363476,-3.391838274,-4.138472578,-2.100334298,-2.194001143,-1.822090849,-3.899925298,-2.107926011,-2.13243835
,,,,,,,,,-1.767582339,-1.517030418,-2.094373916,-1.985830698,-0.78600208,-2.895119411,-1.295749314,-1.978593663,-1.944084011
,,,,,,,,,-2.388064711,-5.459069438,-2.466982816,-5.654853754,-3.437864982,-2.216151861,-2.601780043,-3.603331369,-3.29728998
,,,,,,,,,-1.325646412,-1.768064687,-1.964693991,-1.672560152,-1.998145736,-1.485161103,-1.708655882,-1.986630647,-1.143100458
,,,,,,,,,-0.655778733,-0.846875559,-0.799287939,-0.819522969,-0.873925295,-0.887344569,-0.343379696,-0.723994085,-1.150431512
,,,,,,,,,0.39729853,0.510218648,0.774722456,-0.185509018,0.254192708,0.49176849,0.793807682,0.585735299,0.226617674
,,,,,,,,,-0.829859213,-1.283096666,-0.656181318,-0.662988992,-0.591849509,-1.704350049,-1.056430153,-0.818103855,-0.334708328
,,,,,,,,,-3.586999806,-4.251702749,-2.053814645,-1.745460904,-1.848439149,-23.25349666,-2.486993054,-23.25349666,-23.25349666
,,,,,,,,,-5.260768832,-3.497399971,-2.642544772,-3.099361518,-4.803197025,-3.133594793,-5.78488503,-2.952596275,-5.069973562
,,,,,,,,,-2.833260022,-3.078413125,-3.012486902,-3.170915327,-2.906459727,-3.37865219,-2.996500979,-3.126621271,-3.007200483
,,,,,,,,,-1.948470246,-1.761439431,-1.803595617,-1.703219832,-1.305906327,-1.784633643,-2.297157761,-1.489543645,-2.666181114
,,,,,,,,,-3.759279543,-2.123221777,-2.053392183,-2.577984574,-4.006460011,-2.090788513,-1.430155157,-2.186580092,-3.185076069
,,,,,,,,,-2.661241584,-3.181569904,-3.258405659,-2.898544691,-2.910709547,-2.748832875,-3.428292936,-2.42250684,-2.577550215
,,,,,,,,,-23.25349666,-0.100530097,-23.25349666,-3.513289301,-23.25349666,-4.597562392,-1.437796803,-4.665196885,-2.769943482
,,,,,,,,,-0.340876681,1.452248226,-0.340758741,1.305665249,1.181378195,1.274282439,1.29693736,0.128264889,1.122877727
,,,,,,,,,-5.682618051,-4.506228009,-5.674980162,-6.065320184,-23.25349666,-3.545231868,-5.588138538,-4.757309008,-5.018557548
,,,,,,,,,-0.803866706,-0.832580625,-0.968795162,-0.804404914,-0.772484953,-0.850640211,-0.99873316,-0.937904978,-0.792096529
,,,,,,,,,-2.511731539,-2.626128952,-2.604973309,-2.283084427,-2.847540991,-2.43324641,-2.351291649,-2.762591558,-2.188195355
,,,,,,,,,-3.780957171,-5.131036921,-4.065181701,-23.25349666,-23.25349666,-23.25349666,-3.399534571,-23.25349666,-23.25349666
,,,,,,,,,-7.178050942,-6.233674887,-6.421345514,-8.07133357,-7.126130597,-6.479887628,-8.326264537,-7.03706662,-23.25349666
,,,,,,,,,-6.470471717,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-23.25349666,-7.885806861,-23.25349666
,,,,,,,,,-23.25349666,-4.431569006,-23.25349666,-23.25349666,-23.25349666,-7.603302613,-4.854007313,-4.562765476,-12.84606955
,,,,,,,,,-5.383104309,-4.595410382,-7.330628452,-4.192778808,-4.586178847,-4.890994199,-3.879228016,-5.907945447,-4.523208076
,,,,,,,,,-0.000981948,-0.295183657,-0.282743067,-0.040191675,0.081361446,0.220818272,-0.612371145,0.002343865,-0.1950519
,,,,,,,,,-3.725142028,-4.571245723,-4.042465452,-5.223962035,-4.332011652,-2.974946761,-23.25349666,-3.403340584,-4.280082111
,,,,,,,,,-5.155076317,-4.738878413,-4.963479438,-3.605461572,-2.886780358,-2.888180924,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
,,,,,,,,,1.464479982,1.561270562,1.590204997,1.715856458,1.618468789,1.59609426,1.526554619,1.45731872,1.522736021
,,,,,,,,,-3.807554862,-3.9046735,-3.610235304,-4.441306383,-3.39285029,-3.945617505,-4.473210534,-5.327133311,-3.345420322
,,,,,,,,,-0.480353539,-0.160643956,-0.255392623,0.177145287,-0.282993299,0.031689544,-0.381412001,-0.439405396,-0.619322926
,,,,,,,,,-1.356822159,-2.234431308,-1.570938956,-1.501370219,-2.017813206,-0.557800023,-2.596405259,-1.121307534,-1.624499674
,,,,,,,,,-2.001992566,-2.168247445,-2.190025202,-2.188762858,-2.066588765,-2.144254297,-2.060445475,-2.595867439,-2.104806289
,,,,,,,,,-3.032995475,-4.618596724,-4.220803347,-4.534563136,-3.775273107,-4.497494293,-4.944824919,-3.943265596,-5.090885242
,,,,,,,,,-3.308295287,-3.435367163,-3.213777125,-3.450700822,-4.026281444,-3.165840892,-2.946789626,-3.015870087,-3.137482813
,,,,,,,,,-3.121551934,-2.722494462,-2.776866913,-2.99483215,-2.26240493,-2.45173986,-2.579931088,-4.254881858,-2.383458041
,,,,,,,,,-2.625423151,-1.654270261,-3.419521092,-0.815954131,-1.807910127,-1.73169679,-1.471833361,-1.255140286,-1.477840738
,,,,,,,,,-2.76884965,-2.788399651,-2.899460589,-3.098688244,-3.166102287,-2.769494734,-2.929638867,-2.91559014,-2.682123312
,,,,,,,,,-2.284102245,-1.829304469,-2.351369605,-3.853786407,-2.738333273,-2.699101275,-2.951392021,-2.174189095,-2.061886331
,,,,,,,,,-3.775855342,-3.609465925,-3.487652318,-5.246602542,-3.778751966,-3.205657037,-4.909424287,-3.339512499,-4.325932075
,,,,,,,,,-4.144297557,-4.267249765,-23.25349666,-23.25349666,-2.924544994,-4.821599405,-6.978881734,-23.25349666,-23.25349666
,,,,,,,,,1.784784091,2.068791376,1.733146506,1.972697683,1.989853757,1.803836675,2.005727891,1.952901752,2.094526885
,,,,,,,,,-23.25349666,-23.25349666,-23.25349666,-3.890111733,-23.25349666,-2.781012859,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-3.057367836,-4.788554806,-23.25349666,-5.927639709,-23.25349666,-5.169949401,-4.194543469,-4.871071942,-23.25349666
,,,,,,,,,-3.366516784,-3.253629702,-3.044065324,-2.477729157,-2.871220066,-4.659099668,-3.131438958,-2.714759007,-3.465006001
,,,,,,,,,-3.5721689,-4.447278667,-4.165108945,-7.065029709,-3.386577279,-3.307050726,-5.789079663,-5.065026474,-4.967070434
,,,,,,,,,-3.798070484,-3.458246562,-3.183341003,-3.744670812,-5.162261144,-23.25349666,-2.707093824,-3.351803112,-4.331836424
,,,,,,,,,-2.25791012,-2.431819914,-2.066264055,-2.109050186,-2.176172779,-2.436701675,-2.143485264,-2.296764899,-2.225283061
,,,,,,,,,-1.751444738,-1.487769213,-1.537420104,-1.831102953,-1.780063607,-1.34384686,-1.880048608,-1.35362485,-0.862520997
,,,,,,,,,-3.630478314,-3.214128135,-8.076482085,-4.783969152,-23.25349666,-2.785360046,-4.494563001,-3.149687139,-5.605226515
,,,,,,,,,-2.501258889,-2.596063528,-2.542905917,-2.491417149,-2.329181798,-2.513705822,-3.255647265,-2.51543523,-2.33452409
,,,,,,,,,1.585471468,1.687208439,1.622298692,1.677091024,1.600118572,1.68243819,1.621566088,1.614089242,1.565867329
,,,,,,,,,-5.907192612,-6.053498588,-0.542011676,-2.705737066,-23.25349666,-23.25349666,0.753712841,-23.25349666,1.215413936
,,,,,,,,,-6.706528673,-6.253784743,-7.754456789,-23.25349666,-10.9004822,-7.591452817,-8.458065745,-6.394631381,-23.25349666
,,,,,,,,,-4.725295278,-5.626153446,-3.362530151,-5.516500185,-3.954991603,-4.314587728,-4.484594667,-4.29306158,-5.000325786
,,,,,,,,,-5.971005728,-5.637053571,-6.372539766,-23.25349666,-5.829567218,-6.757747483,-6.585012453,-5.64562963,-6.919753941
,,,,,,,,,-3.715101711,-3.383350488,-3.818770795,-3.475672899,-3.144647168,-3.421898008,-4.0092586,-3.544357507,-2.919118355
,,,,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
,,,,,,,,,-3.453488647,-3.898396478,-3.780974722,-3.772486107,-3.16090678,-4.348899319,-3.415759335,-3.732836514,-4.968689188
,,,,,,,,,-5.681670783,-4.25153503,-23.25349666,-4.250033791,-6.089823503,-8.248620497,-4.330327168,-5.156344527,-23.25349666
,,,,,,,,,-3.420880589,-2.081395653,-2.038357583,-1.764045317,-2.073315704,-3.844542983,-2.565846245,-1.829176688,-1.820494392
,,,,,,,,,-23.25349666,-1.610788042,-23.25349666,-23.25349666,-23.25349666,-2.577216374,-23.25349666,-23.25349666,-23.25349666
,,,,,,,,,-4.305504261,-3.797995973,-4.75573061,-4.316204577,-4.354503205,-4.028506025,-4.446542134,-3.851489355,-3.210664688
,,,,,,,,,-3.979130205,-4.321742547,-3.752509198,-4.840017936,-4.320428991,-23.25349666,-3.486779744,-4.357190073,-4.15650874
,,,,,,,,,-2.378857112,-2.32678031,-1.842553199,-2.367203933,-1.062797902,-7.185426517,-3.648143589,-3.093410994,-3.186586941
,,,,,,,,,-5.691011023,-3.781248208,-5.506829031,-4.443642451,-4.330666334,-5.95717818,-6.915452726,-4.140118158,-3.796133181
,,,,,,,,,-5.674046954,-5.631721355,-6.134537854,-6.040011634,-8.446075325,-6.320472285,-5.202292822,-5.818013914,-5.611766634
,,,,,,,,,-23.25349666,-23.25349666,-9.692008226,-6.187208772,-8.296057664,-8.530751559,-6.151335992,-8.732552702,-6.224687754
,,,,,,,,,-0.906810237,-1.306099798,-0.953033258,-1.183302725,-1.032791281,-0.965676864,-0.855902128,-1.280146684,-0.977454917
,,,,,,,,,1.241347256,0.113011448,1.053819197,1.266800604,0.852803985,0.905397276,0.517661215,1.163405203,0.996110707
,,,,,,,,,-1.638937604,-1.184893848,-1.002377283,-1.415382529,-1.229595435,-1.385217505,-1.149428882,-1.793035548,-1.316854143
,,,,,,,,,0.352173168,0.49896776,0.558272548,0.387928868,0.532062264,0.338661438,0.558175011,0.478467062,0.504229598
,,,,,,,,,-23.25349666,-23.25349666,-23.25349666,-7.553350132,-23.25349666,-23.25349666,-23.25349666,-8.535979812,-23.25349666
,,,,,,,,,-0.224220917,0.865785775,0.981209629,0.768571891,-0.038929147,1.070348696,0.857302864,1.029986079,1.24258913
,,,,,,,,,0.63116578,1.051954704,2.10723006,0.532639011,1.131649143,1.116379001,1.157872041,0.780019984,1.318875877
,,,,,,,,,-3.976891638,-8.063677123,-3.779381347,-4.032197862,-23.25349666,-4.624537218,-4.786717656,-3.522308068,-3.851188858
,,,,,,,,,-1.921100475,-1.765967079,-1.777826427,-1.978797479,-1.713019868,-2.329593821,-1.730234443,-1.965294877,-1.611978285
,,,,,,,,,-10.96835457,-23.25349666,-4.450523786,-5.387708851,-4.407800472,-23.25349666,-7.064084793,-4.617262867,-6.067703371
,,,,,,,,,-23.25349666,-23.25349666,-3.403970015,-23.25349666,-23.25349666,-5.445230659,-4.94713983,-23.25349666,-4.558598215
,,,,,,,,,-23.25349666,-23.25349666,-23.25349666,0.707017927,0.337356611,-23.25349666,-23.25349666,0.282579756,-23.25349666
,,,,,,,,,-2.458781069,-2.897141578,-2.466695413,-2.780268309,-2.285737521,-2.732149366,-2.568898501,-2.770528915,-2.887187162
,,,,,,,,,-4.352477068,-3.521283237,-4.202979768,-3.787303672,-3.455984044,-4.381466542,-3.398924557,-4.260386203,-3.145842416
,,,,,,,,,-2.907459941,-3.083197514,-2.865839015,-3.118167426,-2.711750975,-3.363194026,-2.95472041,-3.266988483,-2.972066362
,,,,,,,,,-3.306663377,-3.772480547,-3.047225989,-6.31061269,-4.449313355,-3.462559851,-3.076991766,-23.25349666,-4.016678699
,,,,,,,,,-5.207171695,-5.24868341,-5.243004508,-6.615409389,-8.385070519,-5.375964661,-5.468389841,-5.078965669,-5.38018876
,,,,,,,,,-1.908239136,-2.238167257,-2.031636737,-1.883380026,-1.768817929,-1.963834724,-1.625986469,-2.533588531,-2.011483639
,,,,,,,,,0.021885315,-0.38251939,-0.083967494,-0.01502501,0.024238668,0.014116223,-0.070944689,-0.253249429,0.296707933
,,,,,,,,,-3.625461707,-4.232230638,-4.012980987,-3.453722271,-3.433576779,-3.205633758,-4.894130276,-3.649481661,-3.51117703
,,,,,,,,,-1.282918879,-1.614840791,-1.632110284,-1.561382612,-1.069814901,-2.886176634,-1.013316605,-2.799003133,-1.447532901
,,,,,,,,,-4.480057131,-23.25349666,-4.752069493,-7.424926514,-7.013586793,-5.025406644,-3.655385247,-23.25349666,-4.065465902
,,,,,,,,,-1.836697106,-1.069165175,-1.565785204,-1.18076692,-1.702384663,-1.052612929,-1.60584377,-1.592670093,-1.706065187
,,,,,,,,,-2.28390491,-1.854586254,-2.322709302,-3.839511126,-3.060358744,-0.930515693,-2.052455993,-5.077509495,-2.850287327
,,,,,,,,,-5.787153372,-3.859637926,-3.387041103,-3.851409617,-3.034248412,-4.307120324,-4.565596449,-3.814366517,-3.212167448
,,,,,,,,,-1.923157155,-0.452377145,-1.125253481,-1.647244616,-3.205364875,-2.22795074,-0.07350116,-2.404659703,-0.953792522
