PG.ProteinGroups,P300
Q9Y4D8,-6.55773479990264
Q13724,-6.83318434721492
P53794,-6.11061481102461
Q6VAB6,-3.59016630283548
Q9NS86,-6.94196004703161
Q71RC2,-3.98836501534916
Q5TKA1,-3.40348543578823
Q9UQ35,-4.78597015378883
Q6ZMI0,-5.63489689203243
Q7Z6J6,-5.43718564630116
Q6TFL4,-4.29519897219536
Q92845,-2.68738329587604
P12955,-3.95638197786253
Q6PCB5,-3.10017708983585
Q14687,-3.48403050055647
Q13454,-5.18615143908002
Q9UKB1,-2.78163523130476
P51693,-3.51767813669971
Q96II8,-4.29851103964105
O94991,-3.45150358937233
Q14BN4,-4.00589666156132
Q9Y6D6,-8.13134780149804
Q8IUI8,-23.2534966642115
Q9C0C4,-4.38892290444295
Q9H270,-5.44461261289949
Q9ULI4,-2.56898226953851
Q8N806,-2.44753855270305
Q9Y4B4,-3.45719951131377
Q08752,-6.59723915265088
Q9H9J4,-0.926102853084597
Q15059,-7.42328437415278
Q8WUH1,-3.33672789064259
Q6PCE3,-8.17564436135492
O75695,-0.997452235493446
Q13686,-3.33977817070308
Q9UJA5,-5.9717224331067
Q9BXW6,-4.85967158027449
Q9BQ89,-2.91093972549045
Q14011,-9.17425896599374
Q9Y216,-2.99117500074947
A4D161,-4.71110266402103
Q9NR80,-2.84615131272341
P78406,-7.47685134251978
Q8TC12,-6.54233797499981
O43301,-8.93348121763831
Q9H0D6,-4.5959879248942
Q99758,-3.42190891120932
P57771,-3.68450068148388
Q9P2K6,-3.47791544708456
Q96CT2,-3.52185121755527
Q9HAK2,-2.58743446752613
Q8NFP9,-3.83200960456796
O60858,-2.76132676750789
P83876,-1.44382748700718
Q8IXV7,-4.14008610990356
Q8N8R5,-4.78638198437234
P23193,-3.56924870258466
Q8TAD8,-2.68016690679296
P43681,-5.52772738173873
P20936,-5.87674777336534
O15173,-3.61023787425747
P26358,-3.65799455269883
Q9HA77,-7.47232015774254
Q96DV4,-4.95331150591506
Q96JN0,-5.97181834142223
P23396,-5.91604128337864
Q86YV9,-3.62749586995583
P50579,-5.01465904399284
Q9Y4D2,-3.11157255546688
O94880,-5.01283465202173
P82663,-6.25851365996426
Q8WWI5,-5.75276081480046
Q9BXB4,-3.83649268278218
Q16647,-3.67729796598798
Q99426,-5.37363672011364
P20340,-4.03282149155156
Q86UB2,-3.67274498039394
Q9Y3B3,-4.15392283038866
O94868,-2.43686637079588
Q9BSF8,-1.55121551692283
Q96F07,-6.10291849087592
Q15768,-6.38230865033319
Q9Y266,-7.70887687451226
Q96MZ0,-4.88093437758786
Q5VTR2,-4.64096892558458
Q9ULC3,-5.73898555451049
Q96A33,-3.71331887460657
Q8WUU5,-4.47730583278134
Q12972,-2.80128596125336
Q8NCC3,-23.2534966642115
Q96P16,-2.72334281994952
Q9UFC0,-3.16417746376531
Q5VU43,-3.44634351342839
O76071,-3.40834258220445
P14416,-4.03220025712671
Q2TAP0,-5.20835493755549
O43581,-3.23738572161256
Q5VWQ0,-3.370888599693
Q5VUA4,-3.90279704016258
Q15022,-3.489890959324
Q96EV2,-5.77434911676959
Q6ZSJ8,-5.12261557714633
Q92558,-4.72671163798334
Q96S52,-6.30018692651266
Q8IYR6,-2.78363195728436
Q86X76,-5.6520905199302
O15118,-3.2071521383837
Q9UPP1,-4.3510423305354
Q9BTN0,-5.06416698998659
Q5M775,-4.35009842750135
Q9Y285,-5.09986372818332
Q9NUL3,-4.38985783801359
Q6NXT6,-4.70032699316863
Q8IXK0,-1.94714421492179
Q9Y383,-4.80585716995165
Q6P995,-4.11026606717434
Q9UPQ9,-4.39232762637494
Q96MU7,-6.79866840422794
Q9P107,-3.97876431668592
Q96BT7,-0.89476423290668
P04083,-12.1717129112358
Q9NQ88,-7.95515428038934
Q9UQF2,-3.72683909895526
Q86V21,-3.55302945390587
P49917,-6.407310746001
Q6ZRP7,-4.52478199406436
O15530,-10.4606703360991
Q6ZVC0,-2.73646815628674
P53671,-6.63417154484606
P00403,-8.37766655183097
P45984,-12.8312571882529
Q5JRA6,-4.83076804263401
P35249,-1.90264602635853
P17844,-4.79785487520333
O00522,-3.64709367791586
Q9H7B4,-5.3897687503237
P51692,-2.42309068346377
Q16288,-3.97460283244481
Q92185,-4.03194430608931
Q9BWF3,-2.40830132257658
Q9UJ41,-4.93739368729265
O94889,-5.2181215298699
Q9BVL2,-5.54273946061739
O43347,-5.87581989066399
Q9P287,-6.0367862138041
P01112,-6.53241909283228
Q04206,-4.90249237792365
Q86UL8,-4.34257772123577
O95180,-4.23763784083228
Q8IZQ1,-4.98727705960958
O15541,-4.31153343918626
P46527,-4.49484025346251
A6NGN9,-4.50249290584435
O15498,-5.53676829304611
Q9H1A3,-3.69706572081367
Q9NX95,-3.14288392898718
Q13491,-8.28444916651921
P30533,-4.22324585651895
O43920,-4.4603159961917
Q9HDC9,-6.75072297473892
Q7Z3T8,-4.78454644571032
Q9BV20,-23.2534966642115
Q7Z6M1,-4.89359197429284
Q8NFJ6,-3.11284394383331
Q14865,-1.03179195332095
Q8N556,-7.36479327773008
P61129,-2.02265373375655
Q9UK39,-5.45599074633228
Q86UA1,-4.47471185759701
P56945,-2.41746315789043
Q8IXQ5,-3.1459740420689
P13611,-1.55344290021198
Q9Y2U8,-1.90766626427672
Q86XR8,-3.01671944928449
Q9NR31,-4.12350273836306
O14628,-2.28044879566585
P54652,-4.58008765894973
Q8NC69,-0.939644185001711
P18669,-8.65618106562517
Q9BU76,3.64467877352839
Q9NUY8,-3.79695602301365
Q9H0X9,-5.95012362094931
Q9Y4W2,-11.7439495788262
Q9H4K7,1.52734431192915
Q9UKT8,-23.2534966642115
Q9NR28,-5.10753923807002
Q9Y5F9,-3.97434612813211
Q9P2G3,-2.54498046587574
Q5VWX1,-4.41711332565443
Q92841,-3.97063300518
Q13472,-2.52937244355026
Q9H165,-3.73520570829475
Q08379,-2.96199049350363
Q99496,-2.95546673219737
O43488,-6.35747529043894
Q8IYB8,-6.25818469983425
Q9UHP3,-23.2534966642115
Q15048,-4.27370187359044
Q02153,-4.43245789115645
Q96PV6,-3.45259131433732
Q9C0D7,-4.30126184404791
O95461,0.969558656722731
O95573,-7.07232219819372
Q9Y5H9,-6.56159059892018
Q7Z460,-7.02900360674776
Q15084,-5.79278624719219
O00213,-2.0102860907681
O43189,-6.09547333772445
P35813,-5.60482629760204
Q96PK6,-6.85638601538174
Q96ME1,-4.55369404640023
Q9UMY4,-4.76341840325189
O14492,-4.61166999605365
Q96EK9,-4.36544137955998
P62701,-7.37268083898759
P50897,-3.24099521554146
O15347,-7.18950058152574
Q6DN90,-5.48516793657171
Q13438,-2.85563551504392
Q86WG3,-4.51540398920687
Q8ND82,1.2132789732616
Q9NYA4,-3.03665838993851
P62140,-1.47563493781007
Q9NYB9,-8.05833481255003
Q00973,-1.65905890554793
Q13057,-4.7568169377495
Q9H999,-0.203744863469867
Q9GZM8,-3.11398422407671
P62253,-10.8320201614654
O14576,-5.77470360454508
Q9UGJ1,-3.5489019190411
Q7L4I2,-2.71544476605606
Q96AE7,-2.28686283377897
P18031,-6.77727969291772
Q92560,-4.14321935662395
Q96E11,-4.95988092764021
P52788,-6.14128829583613
Q676U5,-4.36452772241099
Q6NUJ5,-3.41162683994538
P23919,-7.36358956662788
Q9H0K6,-23.2534966642115
P51532,-4.16364416770442
Q8IWZ8,-6.7137565745732
Q6IAA8,-5.03725567635505
Q15102,-6.46918457195137
A5PKW4,-1.7317000031482
Q8TDC3,-5.30167322870889
O00273,-5.57406159994849
Q9BQP7,-6.61839622565432
Q9P2K5,-7.13821040430012
Q9H6R0,-2.31584125571697
P17706,-2.84917689500999
Q8N9V3,-3.02398189970625
P40937,-5.90856581621139
P26378,-3.06056510171531
Q969H6,-12.8675849024652
Q5VV42,-2.89527201538786
P25705,-4.88915496264624
P37108,-4.08827733369647
P61266,-7.03541781633462
Q06787,-4.70467448131218
O14497,-3.62466771931046
Q9HCM4,-4.72678325772278
O43813,-7.52745532780513
O95405,-2.30711346358502
P16298,-4.8836507226485
Q14165,-7.01511525412506
Q9H832,-3.39274679695532
O43929,-3.03492248568072
Q9Y6H5,-23.2534966642115
O60422,-0.820257341275053
Q9Y2S2,-23.2534966642115
Q9UG56,-3.05955791575062
Q12888,-8.56281561281668
Q9H0U9,-2.62975484939629
Q14416,-23.2534966642115
Q8WUD1,-5.95109204854264
Q96C03,-3.32755871956272
P49327,-7.18303616733583
Q5TEA3,-3.41119853095837
Q12899,-1.97395967684581
Q7Z6L1,-4.67795404360625
Q9NXG6,-2.97675009378834
Q10471,-3.01391947179481
Q96G21,-6.1457782596868
Q96Q07,-3.43428595396244
P31937,-6.00355525357096
P50583,-23.2534966642115
Q9NW13,-6.05376820558543
P22314,-7.96349963886141
Q2M3C7,-3.09304155659958
Q9BUN8,-4.65100021257985
Q9Y693,-2.9098318742488
P55011,-4.16845494022766
P40222,-3.73741914045695
Q6PK18,-3.78657672907373
Q6ZVL6,-2.64694313738762
Q9NW61,0.25460496198869
P61160,-6.83818102132059
P49821,-8.20570299570653
Q92953,-3.97653094974422
Q9H6W3,-3.45740533313462
Q9ULR3,-6.24195120006596
O43829,-3.58302654341603
Q96DA2,-5.94217741502602
Q6P1M9,-2.08772951691986
Q16762,-0.96428819092045
Q6UB35,-7.4074621009585
C9J069,-2.08477699696864
Q9ULX6,-5.52291907302077
P61018,-3.05664185705615
Q8WXF1,-5.09225481557708
Q9UBU8,-3.85827926791822
P35659,-6.24950295239185
P31150,-7.08038103918695
P35790,-4.29051543457
Q6SPF0,-1.14048551315111
P61247,-6.63246806780379
O75061,-5.6685939843952
Q8TAP6,1.33409861275948
Q9NXC2,-4.68814932495392
Q16875,-2.94793980214026
O75170,-3.74272538279581
Q86XN8,-3.09990655178018
Q14108,-4.60112207997242
P19784,-4.43392947287123
P16383,-4.8564017206604
Q9UKV3,-7.14108955566165
Q16881,-6.06254218531422
P40925,-6.27752267389744
Q8TB45,-5.29066585845008
Q86YW9,-23.2534966642115
Q13257,-3.00682311423767
Q96GM5,-7.73974075367744
P28288,-3.64443180169816
Q9NRH2,-1.31586917597938
Q9P2I0,-4.38995607734959
Q86VR2,-2.50936292074204
O95926,-2.4959254255119
Q58WW2,-4.9631265578125
O14775,-4.13802819592542
Q9UK97,-23.2534966642115
Q9NY72,-2.52258895777029
Q14980,-3.61579321558596
Q8IU81,-1.53889646777441
P63151,-7.15760311716708
Q9UIV1,-5.68917850857031
P59998,-5.69453128777407
Q8TEY7,-1.71324060414909
Q9Y5X2,-23.2534966642115
Q12797,-2.62554273095847
Q7Z5L9,0.0300483184098184
P08247,-4.5784090301161
O43823,-3.34289213403723
Q8IZ07,-6.72096024919466
Q9UKY1,-23.2534966642115
P51946,-3.50331033178641
Q8WZ19,0.341345085367507
Q86UN2,-1.73555606077143
P55345,-23.2534966642115
Q9NXW9,-5.0151874741585
Q9P2G9,-4.30621492347374
Q6P1M0,-7.02977828768427
Q15572,-2.98335465810611
Q8N6W0,-6.45093832065184
Q86XS8,-1.76154757314764
Q13009,-5.93492364340689
O76024,-2.68310722750251
Q15032,-5.62331630176745
Q7Z5J4,-5.03858588260231
P11117,-7.20537970845361
Q9HAH7,-5.46189678745962
Q6NT76,-1.78122875192292
O00507,-10.276943002774
Q6Y7W6,-5.17286722121602
Q9Y3T9,-4.14699376730305
Q58EX2,-4.10033216562773
Q8IZL8,-5.99987094637955
Q7Z739,-7.17103480123456
P55957,-3.59414222891299
Q8TEQ6,-6.72401030882364
O00560,-5.27370122359963
Q96EK2,-3.76459634713781
Q9Y618,-3.08337276854398
P52803,-3.4776418564645
Q8NFH3,-4.74601725978034
Q96T58,-3.22033424703627
P63098,-23.2534966642115
Q8NBI6,-4.12737898429833
P51511,-1.27501119499409
Q9NXH9,0.0875822435798758
Q9UGR2,-4.74532903289475
Q6P4R8,-4.76344211810149
Q9ULK4,-4.58412513159497
P57678,-4.92725137643062
Q96MG7,-3.22213760143817
Q4VC31,-23.2534966642115
O95759,-4.53359434955249
O95602,-5.63380948382881
Q3ZCQ8,-3.96994679339273
Q8TDN6,-3.11917670125737
O00471,-8.04554146226623
Q99623,-8.99354407418153
Q9BR01,-0.730932422374503
A0AVF1,-2.76095254393872
Q8WYQ9,-1.30656224645016
O14640,-1.22798922296281
Q8IY17,-4.09235445048059
Q99996,-6.29981758129302
P98179,-3.41250909160547
Q15393,-5.88989923028358
P98170,-3.80026116711689
Q92610,-2.52033035123505
O00203,-5.69977552129558
Q9P0I2,-3.99296369637158
Q9P2Y5,0.367965815313942
Q8NC56,-5.2259579321832
P00966,-9.30695336489175
Q7Z3G6,-4.36135135494728
Q86V48,-6.1091988736526
O14682,-3.10816384401376
Q8NBJ4,-3.18643188586948
Q9NQ29,-4.38995693850877
P40692,-4.93070477744665
Q6KCM7,3.51144736256748
Q8NFA0,-6.15955064770531
Q9Y2Q0,-6.52239186593043
P08754,-7.04765723407896
Q8N6T7,-4.43747071865573
Q13243,-2.89810929084637
Q9HCK4,-6.39158667692316
Q99653,-5.77251971935926
P32297,-2.03496983361569
O94992,-3.69641105330803
Q9BU61,-3.36593496522715
O14526,-3.02829431929531
O60684,-4.26373371164897
Q96GS4,-5.6365778957753
Q86YD1,-3.14866529948202
Q86UT6,-10.8388917756797
Q01064,-3.74713113301649
Q99608,-4.82057921481647
Q96CU9,-5.40519696504211
P50607,0.0816041060902455
Q8TD30,-4.47341205680637
Q96BY9,-1.77637906547866
Q96NW4,-23.2534966642115
Q7Z6I8,-8.80786287649115
Q96QR8,-11.2139725695688
Q13685,-12.0724620038164
O75427,-4.79183699258747
Q7LBC6,-5.03460619661832
Q8WXG6,-5.1025237115546
P37268,-6.23540856410366
Q9BPX7,-4.07284993108152
Q10469,-2.62914511257512
Q96F85,-7.77921363825164
P41208,-6.5748510347516
Q9C040,-8.12746693313073
Q9NVQ4,-3.93671671705573
Q8N350,-4.75372974889095
Q9NVX7,-3.50947430682108
O95260,-1.45591105822834
P17041,-9.98153443688861
Q8IUQ0,-3.36110270707483
Q7Z7H5,-0.339994673922216
O75153,-4.92142878517346
Q9P035,-4.9531229356629
O15021,-1.58178625781523
O75592,-4.21051424671536
P18074,-3.7002390019824
Q13445,-2.08116528484152
Q9Y6E0,-5.00278627121728
Q6ZSZ5,-5.67302031471905
Q14677,0.738262108981368
Q9BXJ3,-1.95232946729532
Q155Q3,-1.33556489451604
P06213,-4.6095069093492
Q13586,-4.31047904874011
P50995,-4.27100008851802
P62280,-11.5258384689848
O95502,-5.47912073951661
Q6IA86,-2.77274770227324
Q9H8Y5,-5.03716392667746
Q9UKR5,-4.3217574770966
O95402,-2.60751301239726
P51812,-3.40698566100628
Q9BYN8,-12.4347884021685
Q05469,-6.96158633030607
Q8IWI9,-3.59160528293351
O00329,-3.07312521659532
P07093,-5.30172059657828
Q9H425,-4.91805905626101
Q5F1R6,-1.95632332560169
P04179,-6.60319578259929
Q9UHL9,-3.03286377240175
P52799,-2.88535356079496
Q96NL0,-3.0072726555359
Q7L311,-3.91011748968655
Q9Y243,-3.95838670865445
P12931,-7.09204251973322
Q9UQB8,-5.26565620457018
Q16281,-23.2534966642115
Q9UBP0,-8.6766650907302
Q9Y295,-8.58817269911145
Q9UJC5,-6.52252971518662
Q8NC96,-7.45729096708843
P52848,-3.19621670058133
Q9UH62,-4.88203969067347
Q9P0L2,-5.09743493370732
O60568,-5.79168547716583
Q15643,-3.76772225489429
Q9Y4G8,-3.45211197220636
Q96SZ6,-2.24312836646086
P21579,-7.44297055704326
O75143,-4.62564945741873
Q13614,-7.4801334016454
Q99733,-6.71963239940412
P80192,-3.16454351244045
Q75VX8,-3.38801099508284
Q9C0C2,-4.15093768759551
Q8N568,-3.76695814680875
Q9GZZ1,-4.64742892491351
P11940,-5.81128092092565
Q86XK2,-1.75592160806954
Q8IYS2,-4.73404153110286
Q13085,-8.71583603293299
Q9NP66,-2.19735881607363
Q8IVT5,-6.45151962603083
P98172,-5.93401019906119
A6NHL2,-4.93846193059125
Q9BY43,-4.55994599929261
Q15819,-3.57085537350963
Q8IYB1,-4.42701454429967
Q96RT1,-3.00909285165773
Q9BRP8,-6.52989819995187
Q96MH6,-3.98931423949726
P00568,-5.38620717128583
Q96MW7,-4.38975007649845
Q6H8Q1,-4.68105023957435
P06748,-5.57345540924191
Q8TEU7,-6.88453388164402
P31040,-6.32304265432278
Q5EB52,-2.3307111467042
Q9Y312,-6.45495870933428
Q15067,-4.4656094696234
Q76NI1,-5.54857046670208
Q96PZ0,-6.12515712213638
Q6NUM9,-4.52459581280921
Q9NZ53,-2.97529884190668
P42166,-4.40162010079194
P32004,-5.66984583347752
Q08945,-5.29515594927397
P04181,-8.12585663579864
P53677,-5.44755386997965
Q9NZ01,-3.41628810979518
Q86TU7,-2.78909473536036
Q9Y5W9,-5.80060969348846
Q86YR5,-4.59128675731249
Q9HCU4,-2.87324375110843
Q8N111,-6.56788595097448
Q8TCA0,-6.0588102996195
O94979,-8.76810106486782
Q9Y463,-3.86294960985643
Q6P158,-8.72216715213666
Q68DK7,-4.7297443355583
O43164,-3.72044277170478
Q6PJG9,-5.44586587942082
Q6NTF9,-5.69294237848841
O95571,-5.58422609756034
P25686,-4.10524691364777
Q9Y4E6,-6.59388104951359
Q10713,-3.53997916297817
Q6PD74,-7.61753472098233
Q6ICG6,-3.02370473536166
Q9H7D7,-4.05150670772504
O15126,-4.5167366983512
O60749,-7.55012066270126
Q3KQU3,-6.08711724645254
P52429,-3.86633405571323
Q9BYT3,-3.79705606446859
Q69YQ0,-3.59202535228855
Q96JC1,-5.31913355685469
Q86V59,-2.20303056214386
P78310,-7.69697157317851
P51570,-2.38969636072854
Q7Z6M4,-4.26329468398829
P56537,-2.8471027289203
Q5H9R4,-5.85729447005657
P19387,-7.45063983999396
Q9Y2Q3,-2.01135639941704
Q96MX3,-3.06777668740296
Q08554,-1.05283088319641
P54646,-5.79587437561669
P48200,-1.89030739558783
Q9C0H5,-4.72109820688283
Q8NFP4,-4.84514216987194
Q86UW6,-6.25775868925469
O75078,-4.03693134098788
O00170,-7.72559798300312
P40938,-5.63422896357898
Q9Y3A3,-6.98284562187277
Q9NS40,-3.08210831193729
O60331,-6.34572459547168
P42224,-5.51533221966044
Q96HS1,-7.12950098985955
Q9Y233,-5.58868399397027
Q14114,-5.17971299622138
Q2PPJ7,-8.8850396279906
Q53G59,-1.34449358000145
Q15424,-6.29939820842024
P53384,-6.24869228063651
P02786,-3.19690482886163
P78345,-1.23925238276352
Q9P2F8,-4.11855837437548
Q96C36,-5.08748778351906
Q9P0U4,-3.37849717727827
Q8N2Q7,-4.74019707816443
Q99519,-5.57593015384139
Q9H5K3,-4.03474252247665
P17655,-4.02772136000763
Q9NZM3,-2.76252653055705
Q8NHQ9,-23.2534966642115
O00748,-1.18016434546808
Q8N1G4,-4.48674813496866
Q53HC9,-4.72453658961031
P67809,-7.4211984295994
Q32P41,-5.95162532729176
P48449,-7.75294026139329
Q4G0J3,-18.5604325288193
P07339,-8.73659025890973
Q9H8M5,-5.1974601781777
Q13555,-6.68568455951486
P56937,-4.72549191308039
Q9NRR4,-3.69352248367362
Q86TI2,-7.27537287478625
Q9Y580,-3.89924267828404
Q53EQ6,-2.74051215513937
Q9Y2K7,-4.2513841600524
Q12986,-4.31067626836496
Q9H8M7,-5.57217199812975
Q8N8U2,-3.19701280243676
P49458,-3.23057707962317
P31943,-4.46489761155327
Q92506,-5.0188928549414
Q13867,-5.94261756875314
Q6PJG6,-2.79292566782543
Q63HK5,-13.3794850192138
Q8WUX9,-4.41591055329098
P46087,-2.92522808478529
O60296,-3.86714172751425
Q9NRR6,-2.02570351220797
Q8IVH8,-3.64870566770858
Q9Y4K4,-3.76597688887654
Q9UJ83,-1.80027108344432
Q9Y6G5,-6.26559126801226
Q96AJ9,-5.15103774187567
Q8N4S0,-3.08318255882338
Q9UET6,-4.86436987505112
Q9NW82,-4.39154841570703
Q96LT9,-5.98310083824757
Q9P0U3,-3.23244171252366
Q9P2F5,-0.406642856222911
O94875,-3.13784789756657
P10588,-2.82400898053433
Q14241,-3.66430462571462
Q01581,-6.58990905878676
A8MW92,-3.96795139672305
O00506,-3.10000827216887
Q93096,-23.2534966642115
Q13585,-3.7413881566154
Q6IBS0,-8.71159220370824
Q7Z4Q2,-3.39508024456933
Q16854,-3.867843254928
P84085,-8.46982186823368
Q6NXE6,-7.15487159029525
Q9NVM4,-4.6312168918121
O14514,-5.52531132220675
O94888,-5.81351289047831
Q8NFD5,-3.43270273528395
P18887,-5.87447056637487
Q9NVR2,-2.57481803046912
Q6NXT4,-2.00982897160127
Q9NRR5,-4.24943564224809
Q15814,-2.68236699507899
Q9NZL4,-6.36273967937221
O75094,-3.23375013438895
Q9Y365,-4.0698823238265
P35637,-7.05758152619029
Q15286,-7.4880220612219
Q14CX7,-4.72608213440414
Q7Z7E8,-2.75975169571227
Q9C0A0,-3.90970345642426
Q9NWS0,-1.96231038926306
Q5JTJ3,-1.6298190441973
Q8NEZ4,-23.2534966642115
Q9BZE1,-7.11080142470872
Q9Y5R8,1.8248634426609
Q7L1I2,-5.675153982661
P10645,-3.5436395192112
P51674,-8.86802162294249
Q9H0K1,-4.96091849658281
O14559,-3.63366206272427
Q99569,-4.07492750293425
Q9H078,-6.37137773913685
Q92879,-3.32032481448705
Q5EBL8,-2.34940205497057
O75525,-5.71225791795122
Q9H8M2,-6.36819433901277
Q9NZ56,-4.66121562110227
P54289,-5.12019656280823
Q8TE04,-3.24592577082192
P53778,-6.87832180136579
Q8IYD2,-5.10984030180666
Q9UNI6,-3.69683860115857
Q15464,-3.1684382627468
Q6NYC1,-7.42045740884376
Q5T3I0,-1.40436402505235
Q14781,-4.90916135394967
Q9UHJ6,-5.89800551831465
O60333,-3.09451447237729
Q8TBP6,-4.45943736769495
Q92805,-2.48265848782758
Q9Y2K6,-2.75018982130855
Q9UBC3,0.938763543774323
Q9UKM7,-4.32091943601986
Q13838,-4.80192220158895
Q69YN4,-5.58869989861444
P07738,-4.65882472859859
Q99447,-4.01483537677203
Q8IZD9,-5.96549639333892
Q9UHY1,-3.51589133890166
P49721,-8.27504981470809
Q7Z6J9,-1.12471336459307
Q92575,-5.74860581700932
Q16842,-5.44346861073575
Q9UPT8,-8.99695280117899
O75907,-2.98017869966673
P98174,-2.85475966725674
Q86UE8,-4.30265938172396
Q07954,-5.77287579656606
Q96EB6,-4.5140433643081
Q8N7H5,-15.1504743154635
P0C870,-6.09532918644385
Q8NBM8,-4.93620727043982
P36915,-5.6124494310789
O14545,-3.31499824520095
Q8WYL5,-2.56972567597873
Q9BSD7,-4.32602717716089
Q8NEZ5,-3.44123300695755
O75385,-2.63419044676851
Q7Z3E2,-4.07385892313338
Q5JTZ9,-5.29119006769777
Q16555,-5.49642303697633
O75122,-8.64484196470847
P22307,-6.9351712272745
Q9P0J0,-5.26214999820763
Q9Y3B8,-6.64917829951546
Q96FS4,-3.43945831013466
Q6ZS30,-2.99201233295462
O94827,-4.04592524091405
P08243,-5.69209709793415
Q9NUS5,-4.59918344902949
Q12809,-5.3963413491169
Q8N4T8,-5.02811116117854
Q96FZ7,-5.60250615734262
O15399,-2.63678244563406
O43684,-4.86300711243958
P51805,-7.99990240359449
Q8N9N5,0.454091248480507
Q9UBP6,-2.48464119676427
O14964,-5.94398381252645
Q13610,-3.70962088586041
Q9BSJ5,-4.00552813340236
O43314,-6.50739551869413
Q86XZ4,-2.21578055017743
Q9Y4R8,-4.78398751958587
P11279,-8.58655664764925
P35052,-6.23976659052325
Q9Y625,-5.90654100358421
Q99798,-8.2319870983271
Q9H6E4,-23.2534966642115
Q9NU19,-2.47165890547983
Q9H9S4,-8.0385468372062
Q9BQD3,-2.79132774402172
A2RRP1,-6.24118778168463
Q92667,-2.88928570854012
Q8IW35,-5.79600846840178
Q9P219,-4.52021778707644
P18858,-3.16609526233286
O60292,-14.7908126616082
Q15024,-6.32527509958307
P30049,-4.67340907214774
Q9UBB6,-3.37999787121612
Q5T1V6,-6.20346800421374
Q06203,-6.47590852432725
Q96RE7,-3.18138102138237
P34903,-5.94610322200369
Q96T17,-5.24219162955823
Q9NPB6,-1.95861446898531
P20337,-8.02984909581319
Q6P4A7,-3.14895762518982
P15311,-6.29666066379016
Q9NX40,-2.88097354798481
O15379,-5.13676513113175
Q8IW70,-3.25252071180103
Q63HN8,-3.59379802724499
O75530,-5.10456241170614
Q10570,-7.20822808477212
Q12788,-8.24069749188725
O14880,-8.69012061930011
Q02809,-6.34978723120041
Q9Y3B2,-4.91647205481425
Q9H871,0.981700636942844
Q9Y4X5,-3.07652529807741
Q8N5X7,-7.13340794927534
Q9UPS6,-3.59420875385985
Q6PKG0,-6.07630762112506
Q9Y6K1,-6.89088665927197
Q14576,-4.37076496194073
P06280,-6.24593361608742
P05388,-6.79832394192027
P78348,-6.56093921095299
Q86VS8,-6.07548965052238
Q86W56,-5.83702480055153
Q92917,-4.77843682866224
Q8N5U6,-1.63410432683863
Q9Y546,-3.77309100052202
Q9Y224,-8.36730383332039
Q15436,-5.62269152320246
P41240,-3.67174625507991
Q9Y4C4,-4.3846151248439
Q8IYT8,-5.5896381920246
Q9H6Z4,-4.65089792849903
P62750,-7.52319784523466
Q96ST3,-5.68484897183523
Q14CW9,-1.14500578107138
Q9UQR1,-2.31668588200984
O14763,-3.64537163223615
Q5BJH7,-5.5732246280347
O75694,-6.35559931799001
Q96C19,-6.3336137166502
Q9BZH6,-5.75901609242301
Q13310,-7.3468528933827
P26373,-5.71266237147461
Q13492,-4.67152694222044
Q9NYK5,-5.0091917162855
Q9UHX1,-7.66131634370245
Q13825,-6.07219779000892
Q7L5Y6,-14.6694268174045
Q9Y673,-8.06653945905369
Q9UK41,-5.13423375023552
Q16566,-3.48610787644494
Q14155,-8.23699885384302
Q9UBN7,-7.02512746589945
Q13191,-4.06278580904354
Q86WJ1,-6.19576205754981
Q96A83,-6.41843816026289
Q8N3Y1,-1.84618548818266
P54619,-8.61053994680097
Q9NZJ7,-4.3295573616922
Q9H2B2,-4.72394482816761
Q9HA64,-6.96414831596761
Q9UQ03,-7.84791881207052
Q8NI27,-4.97201820961094
Q13616,-6.45457290331816
Q9UHI6,-6.35811892282205
Q12980,-2.97092676987169
Q7L014,-8.58528943950804
Q86U42,-7.42854023858875
Q8N9I0,-1.7247830112373
Q86VP3,-6.55480480891814
Q86U44,-5.12292672951691
Q6UWE0,-4.57410661474931
Q8WU90,-5.31514145002214
Q9BTY2,-6.4359183305508
P51817,-2.35873212074672
P36897,-3.02061999578185
Q9Y5M8,-7.68020384410593
Q13617,-5.08265891872814
Q14964,-3.22141409757696
Q14681,-2.67279840265598
Q8NCW6,-2.30140388463919
Q9UFN0,-9.44100069235348
Q96BM9,-7.07282945684252
Q9P2S5,-4.23008251232017
P09622,-7.60126454908503
Q13219,-3.41032584234567
Q5SWX8,-5.67241948845564
Q99757,3.09950839530251
O15042,-4.1243288230949
Q16401,-6.42813841583843
O60573,-7.51248725566052
A2AJT9,-3.63597734226905
Q9UKK9,-7.29233673694632
P38646,-7.60092553413831
Q8NDY3,-2.80952190464083
Q9UPY8,-6.42524688706238
Q8WZA2,-5.70285623780325
P36896,-3.8682637532409
Q9P278,-6.05791639649918
Q969K3,-3.03562487199342
Q53GT1,-2.69195897142209
O00541,-3.40172778293996
Q92738,-3.49509995176898
Q14919,-3.24777976848342
Q99523,-1.84265858984757
Q9NZN8,-5.0455787584638
Q49AR2,-5.56073444829013
Q9BPX5,-6.23086555261522
Q9UNF1,-4.71167125953831
P61758,-10.1425494836548
Q86TA1,-2.08257655078711
P20338,-3.92718187744451
O75326,-2.40339853702446
Q9H2H8,-5.22787731575705
Q9BPY3,-6.47277400574952
