PG.ProteinGroups,P300
Q58A45,-2.80705604181278
Q8NEB9,-5.65813740445258
Q9UKZ1,-3.87043187112587
P82921,-4.35996636024379
Q9H3T2,-2.45718687945385
Q9BQE3,-6.19595229000612
Q9P2P1,-5.35710860079414
P62330,-8.88411499195645
P42695,-2.31410053927662
Q12791,-4.3258227670353
Q9H993,-4.52899844869312
Q04837,-10.104139875667
Q7Z7A3,-4.49051980759533
Q01118,-3.22771357330039
Q9H3N1,-7.51670249746732
Q8WXE9,-3.18032317895345
Q96EK6,-4.23570251796844
Q86WK6,-2.19353336637299
P48380,-2.40196069618466
O43159,-6.01796157228376
Q96ER3,-11.7579919123732
Q6PJI9,-1.16381072374284
Q9H777,-4.69706927113926
Q9NVM6,-4.5570821519061
Q9NWT1,-2.36534733300731
Q9P2U8,-7.78312293145199
Q6UXP7,-0.357328660123959
P10746,-6.04235601987106
Q6UVM3,-5.13019214148697
Q9BXY0,-4.28009826530198
Q14534,-4.96267176339066
Q8N9B5,-3.02414459708333
Q9Y5S9,-5.41113634393287
O75140,-14.3923465930958
Q02410,-9.75967256784974
Q8NBP0,-3.69632962089228
O14910,-0.881200109898044
Q9BYC9,-7.86276259890541
Q13480,-5.9266914692751
Q969V3,-8.88183204110634
Q68DU8,-4.12449116574156
Q13535,-5.02815083260442
Q9UJC3,-5.79915952560706
Q9UK73,-2.40389879860163
Q9Y462,-8.66771757810617
Q9UNP4,-3.65604791066103
Q08493,-4.48832859130414
P40121,0.700062884291633
O14908,-3.40787226771598
P13861,-6.56885894570003
P13995,-5.27408338988589
Q96B97,-3.88415234029624
Q92630,-2.50395321644278
O94804,-0.852530593911485
Q96DB5,-8.99394744442904
Q8TBZ3,-3.77149046108535
Q8TDN4,-3.20137391827677
Q96AC1,-4.56571567665966
P53582,-11.2753274154985
Q86VN1,-7.26515816942168
Q9Y4C8,-12.5228995344988
O95201,-23.2534966642115
Q9Y2J0,-11.0894769343124
Q9NQT5,-23.2534966642115
Q9Y2W2,-3.9724542685508
O43818,-5.3163384361766
Q9NYH9,-6.37688398610835
Q9BZG8,-0.397793076624353
Q9BXJ8,-14.0562293296914
Q9HD45,-3.8887380856717
O75521,-2.92647143108915
Q86X27,-3.56877285938969
Q9H8E8,-1.25302428875411
Q96A49,-5.0264889160099
Q96S94,-1.92613415328132
Q86W50,-6.03046333472672
P46940,-3.14302227537939
P49593,-6.46877112976956
Q9UBW8,-1.34072941249713
Q96EP0,-8.4112449032519
Q14444,-8.99466119269707
Q9NWS8,-3.77597257859156
Q6UWY0,-0.121949353259886
Q9NPF4,-7.72968508503036
P42898,-17.7747923976454
Q16877,-23.2534966642115
Q9P2R7,-6.46971767570763
Q92562,-5.02796195494008
O75899,-6.63107257218628
Q9UKK3,-4.88181740098451
Q8N9N8,-3.87729914433335
Q9NPI6,-7.54820490363292
O94763,-4.43400070613467
Q9BUH6,-4.21516032438205
P49748,-7.75889166920542
O95198,-4.67829446604928
Q8NFY9,-12.9124596976605
Q08380,-8.29647790447079
Q15034,-4.59757970992816
L0R819,-6.28456456003959
O60493,-6.66556870219255
Q9ULC4,-5.58089490570047
P11277,-6.09263536595763
Q8N944,-10.3657140417573
Q05D32,-5.38407498794213
Q9P000,-4.87774766115528
O95568,-23.2534966642115
Q6UUV9,-12.0813020026818
Q5T440,-5.00155857526331
P98077,-3.13505513450885
Q99961,-7.54651130647484
Q8NI37,-23.2534966642115
Q9H7E2,-4.65185558791749
Q8IZQ5,-10.5039994210788
O76039,-2.61308897894487
Q86VD7,-2.60964980230284
Q15382,-8.958057457373
P09429,-10.5584431293702
